Id,r00,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26
14068,6,5763428,"2017-02-07 00:00:00","2017-02-07 13:26:47","2017-02-07 00:00:00",25,176605,32798.00000,1,X,1," ","2017-02-07 00:00:00","SANCHEZ OSVALDO",1,26,0,0,1,32798.00000,NULL,105251,1509,NULL,NULL,NULL,"RECIBO  05763428  SANCHEZ OSVALDO"
14069,3,1212963,"2017-02-06 00:00:00","2017-02-07 15:43:09","2017-02-06 00:00:00",111,176642,2500.00000,1,B,1,0,"2017-02-06 00:00:00",GARRAFAS,7,26,,0,1,0.00000,0.00000,105273,0,NULL,NULL,NULL,"Factura B/C B    0001-01212963 De  GARRAFAS"
14070,3,1216236,"2017-02-06 00:00:00","2017-02-07 15:48:24","2017-02-06 00:00:00",44,176658,38.00000,1,B,1,0,"2017-02-06 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,105282,0,NULL,NULL,NULL,"Factura B/C B    0001-01216236 De  ALMACEN"
14071,3,12161263,"2017-02-06 00:00:00","2017-02-07 15:48:50","2017-02-06 00:00:00",52,176660,45.87000,1,B,1,0,"2017-02-06 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,105283,0,NULL,NULL,NULL,"Factura B/C B    0001-12161263 De  VERDULERIA"
14072,3,12162312,"2017-02-06 00:00:00","2017-02-07 15:50:32","2017-02-06 00:00:00",44,176663,174.23000,1,B,1,0,"2017-02-06 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,105286,0,NULL,NULL,NULL,"Factura B/C B    0001-12162312 De  ALMACEN"
14073,3,121626,"2017-02-07 00:00:00","2017-02-07 15:53:24","2017-02-07 00:00:00",436,176670,4990.00000,1,B,1,0,"2017-02-07 00:00:00",MOLINERO,6,33,,0,1,0.00000,0.00000,105293,0,NULL,NULL,NULL,"Factura B/C B    0001-00121626 De  MOLINERO"
14074,3,121621,"2017-02-06 00:00:00","2017-02-07 15:53:49","2017-02-06 00:00:00",48,176671,2100.00000,1,A,1,0,"2017-02-06 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,105294,0,NULL,NULL,NULL,"Factura B/C A    0001-00121621 De  COMBUSTIBLE"
14075,3,1216236,"2017-02-06 00:00:00","2017-02-07 15:54:17","2017-02-06 00:00:00",371,176672,178.95000,1,B,1,0,"2017-02-06 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,105295,0,NULL,NULL,NULL,"Factura B/C B    0001-01216236 De  REFRIGERIO"
14076,6,5763437,"2017-02-08 00:00:00","2017-02-08 11:11:37","2017-02-08 00:00:00",227,176726,108620.00000,1,X,1," ","2017-02-08 00:00:00","GUERSTEIN GUIDO",1,26,0,0,1,108620.00000,NULL,105299,1510,NULL,NULL,NULL,"RECIBO  05763437  GUERSTEIN GUIDO"
14077,3,12162161,"2017-02-07 00:00:00","2017-02-08 15:38:07","2017-02-07 00:00:00",215,176827,75.00000,1,A,1,0,"2017-02-07 00:00:00","PASTAS LEO",6,33,,0,1,0.00000,0.00000,105391,0,NULL,NULL,NULL,"Factura B/C A    0001-12162161 De  PASTAS LEO"
14078,3,121616,"2017-02-07 00:00:00","2017-02-08 15:38:36","2017-02-07 00:00:00",75,176828,350.00000,1,B,1,0,"2017-02-07 00:00:00","FLETE VARIOS",3,26,00000000000,0,1,0.00000,0.00000,105392,0,NULL,NULL,NULL,"Factura B/C B    0001-00121616 De  FLETE VARIOS"
14079,3,12163126,"2017-02-07 00:00:00","2017-02-08 15:41:27","2017-02-07 00:00:00",215,176834,117.00000,1,A,1,0,"2017-02-07 00:00:00","PASTAS LEO",6,33,,0,1,0.00000,0.00000,105398,0,NULL,NULL,NULL,"Factura B/C A    0001-12163126 De  PASTAS LEO"
14080,3,82369,"2017-02-07 00:00:00","2017-02-08 15:42:00","2017-02-07 00:00:00",482,176835,330.50000,1,A,1,0,"2017-02-07 00:00:00","DISTRUBUIDORA MATIAS",1,26,,0,1,0.00000,0.00000,105399,0,NULL,NULL,NULL,"Factura B/C A    0001-00082369 De  DISTRUBUIDORA MATIAS"
14081,3,125522,"2017-02-07 00:00:00","2017-02-08 15:42:28","2017-02-07 00:00:00",61,176836,129.00000,1,B,1,0,"2017-02-07 00:00:00",FARGO,6,26,00000000000,0,1,0.00000,0.00000,105400,0,NULL,NULL,NULL,"Factura B/C B    0001-00125522 De  FARGO"
14082,3,9791930,"2017-02-01 00:00:00","2017-02-08 15:47:16","2017-02-01 00:00:00",390,176840,2058.75000,1,A,1,0,"2017-02-01 00:00:00","PAN SABORIZADO",1,26,,0,1,0.00000,0.00000,105404,0,NULL,NULL,NULL,"Factura B/C A    0001-09791930 De  PAN SABORIZADO"
14083,3,1213,"2017-02-07 00:00:00","2017-02-08 15:48:22","2017-02-07 00:00:00",49,176841,21.50000,1,A,1,0,"2017-02-07 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,105405,0,NULL,NULL,NULL,"Factura B/C A    0001-00001213 De  LIBRERIA"
14084,3,12161262,"2017-02-10 00:00:00","2017-02-08 15:52:13","2017-02-10 00:00:00",44,176846,104.25000,1,B,1,0,"2017-02-10 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,105410,0,NULL,NULL,NULL,"Factura B/C B    0001-12161262 De  ALMACEN"
14085,3,121615,"2017-02-07 00:00:00","2017-02-08 15:55:49","2017-02-07 00:00:00",80,176852,1021.12000,1,B,1,0,"2017-02-07 00:00:00",LUZ,6,26,00000000000,0,1,0.00000,0.00000,105416,0,NULL,NULL,NULL,"Factura B/C B    0001-00121615 De  LUZ"
14086,3,121612,"2017-02-07 00:00:00","2017-02-08 15:58:05","2017-02-07 00:00:00",48,176855,578.08000,1,A,1,0,"2017-02-07 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,105419,0,NULL,NULL,NULL,"Factura B/C A    0001-00121612 De  COMBUSTIBLE"
14087,3,21612,"2017-02-07 00:00:00","2017-02-08 15:58:47","2017-02-07 00:00:00",71,176856,334.00000,1,B,1,0,"2017-02-07 00:00:00",AGUA,6,26,00000000000,0,1,0.00000,0.00000,105420,0,NULL,NULL,NULL,"Factura B/C B    0001-00021612 De  AGUA"
14088,3,121123,"2017-02-07 00:00:00","2017-02-08 16:01:10","2017-02-07 00:00:00",196,176860,1695.00000,1,A,1,0,"2017-02-07 00:00:00",VACUNACION,6,33,,0,1,0.00000,0.00000,105424,0,NULL,NULL,NULL,"Factura B/C A    0001-00121123 De  VACUNACION"
14089,3,1216216,"2017-02-07 00:00:00","2017-02-08 16:01:50","2017-02-07 00:00:00",371,176861,366.00000,1,B,1,0,"2017-02-07 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,105425,0,NULL,NULL,NULL,"Factura B/C B    0001-01216216 De  REFRIGERIO"
14090,3,121612,"2017-02-09 00:00:00","2017-02-09 08:11:02","2017-02-09 00:00:00",49,176921,1750.00000,1,A,1,0,"2017-02-09 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,105427,0,NULL,NULL,NULL,"Factura B/C A    0001-00121612 De  LIBRERIA"
14091,6,5763457,"2017-02-09 00:00:00","2017-02-09 12:27:29","2017-02-09 00:00:00",299,176987,20000.00000,1,X,1," ","2017-02-09 00:00:00",CHAÑIRCO,1,26,0,0,1,20000.00000,NULL,105440,1511,NULL,NULL,NULL,"RECIBO  05763457  CHAÑIRCO"
14092,6,5763458,"2017-02-09 00:00:00","2017-02-09 14:16:45","2017-02-09 00:00:00",276,177007,11588.00000,1,X,1," ","2017-02-09 00:00:00","COPELLO HECTOR",5,26,0,0,1,11588.00000,NULL,105458,1512,NULL,NULL,NULL,"RECIBO  05763458  COPELLO HECTOR"
14093,3,12162165,"2017-02-08 00:00:00","2017-02-09 15:31:49","2017-02-08 00:00:00",52,177028,228.00000,1,B,1,0,"2017-02-08 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,105479,0,NULL,NULL,NULL,"Factura B/C B    0001-12162165 De  VERDULERIA"
14094,3,1216155,"2017-02-08 00:00:00","2017-02-09 15:32:31","2017-02-08 00:00:00",101,177029,569.98000,1,B,1,0,"2017-02-08 00:00:00",MANTENIMIENTO,2,26,00000000000,0,1,0.00000,0.00000,105480,0,NULL,NULL,NULL,"Factura B/C B    0001-01216155 De  MANTENIMIENTO"
14095,3,121615,"2017-02-08 00:00:00","2017-02-09 15:32:59","2017-02-08 00:00:00",390,177030,378.00000,1,A,1,0,"2017-02-08 00:00:00","PAN SABORIZADO",1,26,,0,1,0.00000,0.00000,105481,0,NULL,NULL,NULL,"Factura B/C A    0001-00121615 De  PAN SABORIZADO"
14096,3,12122225,"2017-02-08 00:00:00","2017-02-09 15:35:39","2017-02-08 00:00:00",44,177038,22.00000,1,B,1,0,"2017-02-08 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,105489,0,NULL,NULL,NULL,"Factura B/C B    0001-12122225 De  ALMACEN"
14097,3,212612,"2017-02-08 00:00:00","2017-02-09 15:35:58","2017-02-08 00:00:00",41,177039,305.00000,1,B,1,0,"2017-02-08 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105490,0,NULL,NULL,NULL,"Factura B/C B    0001-00212612 De  PAN PROMO"
14098,3,12162215,"2017-02-08 00:00:00","2017-02-09 15:36:23","2017-02-08 00:00:00",41,177040,105.00000,1,B,1,0,"2017-02-08 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105491,0,NULL,NULL,NULL,"Factura B/C B    0001-12162215 De  PAN PROMO"
14100,3,1216121,"2017-02-08 00:00:00","2017-02-09 15:41:51","2017-02-08 00:00:00",41,177051,105.00000,1,B,1,0,"2017-02-08 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105502,0,NULL,NULL,NULL,"Factura B/C B    0001-01216121 De  PAN PROMO"
14101,3,121616,"2017-02-08 00:00:00","2017-02-09 15:42:17","2017-02-08 00:00:00",42,177052,210.00000,1,B,1,0,"2017-02-08 00:00:00","PAN REFRIGERIO",6,33,00000000,0,1,0.00000,0.00000,105503,0,NULL,NULL,NULL,"Factura B/C B    0001-00121616 De  PAN REFRIGERIO"
14102,3,1216216,"2017-02-08 00:00:00","2017-02-09 15:45:41","2017-02-08 00:00:00",48,177061,249.91000,1,A,1,0,"2017-02-08 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,105512,0,NULL,NULL,NULL,"Factura B/C A    0001-01216216 De  COMBUSTIBLE"
14103,3,21163,"2017-02-08 00:00:00","2017-02-09 15:46:01","2017-02-08 00:00:00",53,177062,70.00000,1,B,1,0,"2017-02-08 00:00:00",FITOSANITARIO,6,26,00000000000,0,1,0.00000,0.00000,105513,0,NULL,NULL,NULL,"Factura B/C B    0001-00021163 De  FITOSANITARIO"
14104,3,12161223,"2017-02-08 00:00:00","2017-02-09 15:47:47","2017-02-08 00:00:00",390,177065,2876.45000,1,A,1,0,"2017-02-08 00:00:00","PAN SABORIZADO",1,26,,0,1,0.00000,0.00000,105516,0,NULL,NULL,NULL,"Factura B/C A    0001-12161223 De  PAN SABORIZADO"
14105,3,30884,"2017-02-08 00:00:00","2017-02-09 15:48:08","2017-02-08 00:00:00",215,177066,487.50000,1,A,1,0,"2017-02-08 00:00:00","PASTAS LEO",6,33,,0,1,0.00000,0.00000,105517,0,NULL,NULL,NULL,"Factura B/C A    0001-00030884 De  PASTAS LEO"
14106,3,21631,"2017-02-08 00:00:00","2017-02-09 15:48:34","2017-02-08 00:00:00",41,177067,245.00000,1,B,1,0,"2017-02-08 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105518,0,NULL,NULL,NULL,"Factura B/C B    0001-00021631 De  PAN PROMO"
14107,3,12162165,"2017-02-08 00:00:00","2017-02-09 15:50:50","2017-02-08 00:00:00",90,177069,236.00000,1,B,1,0,"2017-02-08 00:00:00",CORREO,6,33,00000000,0,1,0.00000,0.00000,105520,0,NULL,NULL,NULL,"Factura B/C B    0001-12162165 De  CORREO"
14108,3,1216255,"2017-02-09 00:00:00","2017-02-09 15:58:05","2017-02-09 00:00:00",522,177078,2885.00000,1,A,1,0,"2017-02-09 00:00:00","SOLAR EOLICA",1,26,,0,1,0.00000,0.00000,105529,0,NULL,NULL,NULL,"Factura B/C A    0001-01216255 De  SOLAR EOLICA"
14109,3,1216126,"2017-02-09 00:00:00","2017-02-09 15:59:02","2017-02-09 00:00:00",117,177079,2410.00000,1,A,1,0,"2017-02-09 00:00:00","IPG PABLO GARCIA",6,33,,0,1,0.00000,0.00000,105530,0,NULL,NULL,NULL,"Factura B/C A    0001-01216126 De  IPG PABLO GARCIA"
14110,3,12162266,"2017-02-09 00:00:00","2017-02-09 15:59:40","2017-02-09 00:00:00",329,177080,960.00000,1,A,1,0,"2017-02-09 00:00:00","PAN RALLADO",1,26,,0,1,0.00000,0.00000,105531,0,NULL,NULL,NULL,"Factura B/C A    0001-12162266 De  PAN RALLADO"
14111,3,121656,"2017-02-08 00:00:00","2017-02-09 16:04:30","2017-02-08 00:00:00",52,177083,28.00000,1,B,1,0,"2017-02-08 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,105534,0,NULL,NULL,NULL,"Factura B/C B    0001-00121656 De  VERDULERIA"
14112,6,5763475,"2017-02-10 00:00:00","2017-02-10 10:37:56","2017-02-10 00:00:00",133,177159,84811.00000,1,X,1," ","2017-02-10 00:00:00","spina ruben",1,26,0,0,1,84811.00000,NULL,105541,1513,NULL,NULL,NULL,"RECIBO  05763475  spina ruben"
14113,6,5763476,"2017-02-10 00:00:00","2017-02-10 10:38:25","2017-02-10 00:00:00",133,177160,84702.00000,1,X,1," ","2017-02-10 00:00:00","spina ruben",1,26,0,0,1,84702.00000,NULL,105542,1514,NULL,NULL,NULL,"RECIBO  05763476  spina ruben"
14114,6,5763477,"2017-02-10 00:00:00","2017-02-10 11:34:51","2017-02-10 00:00:00",306,177171,13554.00000,1,X,1," ","2017-02-10 00:00:00","STALLDECKER MARIANELA",5,26,0,0,1,13554.00000,NULL,105546,1515,NULL,NULL,NULL,"RECIBO  05763477  STALLDECKER MARIANELA"
14115,6,5763478,"2017-02-10 00:00:00","2017-02-10 11:35:26","2017-02-10 00:00:00",362,177172,10533.00000,1,X,1," ","2017-02-10 00:00:00","VILLALIBRE ULISES",1,26,0,0,1,10533.00000,NULL,105547,1516,NULL,NULL,NULL,"RECIBO  05763478  VILLALIBRE ULISES"
14116,6,5763479,"2017-02-10 00:00:00","2017-02-10 13:53:56","2017-02-10 00:00:00",13,177220,139517.00000,1,X,1," ","2017-02-10 00:00:00","AGROMERCO SA",1,26,0,0,1,139517.00000,NULL,105589,1517,NULL,NULL,NULL,"RECIBO  05763479  AGROMERCO SA"
14117,3,12153336,"2017-02-09 00:00:00","2017-02-10 15:06:24","2017-02-09 00:00:00",41,177249,210.00000,1,B,1,0,"2017-02-09 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105609,0,NULL,NULL,NULL,"Factura B/C B    0001-12153336 De  PAN PROMO"
14118,3,1216213,"2017-02-09 00:00:00","2017-02-10 15:08:54","2017-02-09 00:00:00",371,177253,270.00000,1,B,1,0,"2017-02-09 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,105613,0,NULL,NULL,NULL,"Factura B/C B    0001-01216213 De  REFRIGERIO"
14119,3,1216216,"2017-02-09 00:00:00","2017-02-10 15:11:26","2017-02-09 00:00:00",50,177255,4700.00000,2,A,1,0,"2017-02-09 00:00:00","TALLER DE ELECTRICIDAD JUAN FR",6,26,00000000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-01216216 De  TALLER DE ELECTRICIDAD JUAN FR"
14120,6,5763480,"2017-02-10 00:00:00","2017-02-10 15:14:47","2017-02-10 00:00:00",50,177256,4585.00000,1,X,1," ","2017-02-10 00:00:00","TALLER DE ELECTRICIDAD JUAN FRITZ",6,26,0,0,1,4585.00000,NULL,105615,1518,NULL,NULL,NULL,"RECIBO  05763480  TALLER DE ELECTRICIDAD JUAN FRITZ"
14121,3,12222632,"2017-02-10 00:00:00","2017-02-10 15:15:43","2017-02-10 00:00:00",47,177257,23890.00000,2,B,1,0,"2017-02-10 00:00:00",MITCHEL,6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-12222632 De  MITCHEL"
14122,3,12621,"2017-02-02 00:00:00","2017-02-10 15:16:18","2017-02-02 00:00:00",47,177258,4524.00000,2,B,1,0,"2017-02-02 00:00:00",MITCHEL,6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00012621 De  MITCHEL"
14123,3,12613,"2017-02-02 00:00:00","2017-02-10 15:16:37","2017-02-02 00:00:00",47,177259,9854.00000,2,B,1,0,"2017-02-02 00:00:00",MITCHEL,6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00012613 De  MITCHEL"
14124,6,5763481,"2017-02-10 00:00:00","2017-02-10 15:17:53","2017-02-10 00:00:00",47,177260,38268.00000,1,X,1," ","2017-02-10 00:00:00",MITCHEL,6,33,0,0,1,38268.00000,NULL,105616,1519,NULL,NULL,NULL,"RECIBO  05763481  MITCHEL"
14125,3,216216,"2017-02-09 00:00:00","2017-02-10 15:20:21","2017-02-09 00:00:00",41,177265,175.00000,1,B,1,0,"2017-02-09 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105621,0,NULL,NULL,NULL,"Factura B/C B    0001-00216216 De  PAN PROMO"
14126,3,1262123,"2017-02-09 00:00:00","2017-02-10 15:20:51","2017-02-09 00:00:00",91,177266,120.00000,1,B,1,0,"2017-02-09 00:00:00","LIMPIEZAr --->",6,33,00000000,0,1,0.00000,0.00000,105622,0,NULL,NULL,NULL,"Factura B/C B    0001-01262123 De  LIMPIEZAr --->"
14127,3,1216215,"2017-02-09 00:00:00","2017-02-10 15:22:03","2017-02-09 00:00:00",503,177269,1040.00000,1,A,1,0,"2017-02-09 00:00:00","AVICOLA CUESTA",1,26,,0,1,0.00000,0.00000,105625,0,NULL,NULL,NULL,"Factura B/C A    0001-01216215 De  AVICOLA CUESTA"
14128,3,1212612,"2017-02-09 00:00:00","2017-02-10 15:22:25","2017-02-09 00:00:00",44,177270,28.00000,1,B,1,0,"2017-02-09 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,105626,0,NULL,NULL,NULL,"Factura B/C B    0001-01212612 De  ALMACEN"
14129,3,1216123,"2017-02-09 00:00:00","2017-02-10 15:22:46","2017-02-09 00:00:00",52,177271,30.00000,1,B,1,0,"2017-02-09 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,105627,0,NULL,NULL,NULL,"Factura B/C B    0001-01216123 De  VERDULERIA"
14130,3,12162163,"2017-02-09 00:00:00","2017-02-10 15:24:23","2017-02-09 00:00:00",111,177274,120.00000,1,B,1,0,"2017-02-09 00:00:00",GARRAFAS,7,26,,0,1,0.00000,0.00000,105630,0,NULL,NULL,NULL,"Factura B/C B    0001-12162163 De  GARRAFAS"
14131,3,162,"2017-02-09 00:00:00","2017-02-10 15:24:41","2017-02-09 00:00:00",48,177275,2600.00000,1,A,1,0,"2017-02-09 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,105631,0,NULL,NULL,NULL,"Factura B/C A    0001-00000162 De  COMBUSTIBLE"
14132,3,12162692,"2017-02-09 00:00:00","2017-02-10 15:25:11","2017-02-09 00:00:00",49,177276,41.00000,1,A,1,0,"2017-02-09 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,105632,0,NULL,NULL,NULL,"Factura B/C A    0001-12162692 De  LIBRERIA"
14133,3,2961,"2017-02-09 00:00:00","2017-02-10 15:29:25","2017-02-09 00:00:00",282,177281,360.00000,1,A,1,0,"2017-02-09 00:00:00",JUBAHI,6,33,,0,1,0.00000,0.00000,105637,0,NULL,NULL,NULL,"Factura B/C A    0001-00002961 De  JUBAHI"
14134,3,12162162,"2017-02-10 00:00:00","2017-02-10 15:35:40","2017-02-10 00:00:00",522,177284,7450.00000,1,A,1,0,"2017-02-10 00:00:00","SOLAR EOLICA",1,26,,0,1,0.00000,0.00000,105640,0,NULL,NULL,NULL,"Factura B/C A    0001-12162162 De  SOLAR EOLICA"
14135,3,1216262,"2017-02-06 00:00:00","2017-02-11 11:20:57","2017-02-06 00:00:00",469,177414,4297.00000,2,A,1,0,"2017-02-06 00:00:00","HOLOWINIEC VERDULERIA",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-01216262 De  HOLOWINIEC VERDULERIA"
14136,3,27860,"2017-02-08 00:00:00","2017-02-11 11:21:26","2017-02-08 00:00:00",102,177415,1225.23000,2,B,1,0,"2017-02-13 00:00:00",DRB,6,26,00000000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00027860 De  DRB"
14137,3,2212,"2017-01-27 00:00:00","2017-02-11 11:22:09","2017-01-27 00:00:00",126,177416,1600.00000,2,A,1,0,"2017-01-27 00:00:00","ALINEACIONES EUROPA",6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00002212 De  ALINEACIONES EUROPA"
14138,3,12162132,"2017-01-27 00:00:00","2017-02-11 11:23:20","2017-01-27 00:00:00",126,177417,4520.00000,2,A,1,0,"2017-01-27 00:00:00","ALINEACIONES EUROPA",6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-12162132 De  ALINEACIONES EUROPA"
14139,3,12166,"2017-01-30 00:00:00","2017-02-11 11:23:48","2017-01-30 00:00:00",126,177418,3040.00000,2,A,1,0,"2017-01-30 00:00:00","ALINEACIONES EUROPA",6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00012166 De  ALINEACIONES EUROPA"
14140,3,27790,"2017-01-31 00:00:00","2017-02-11 11:29:37","2017-01-31 00:00:00",102,177419,1850.00000,2,B,1,0,"2017-02-05 00:00:00",DRB,6,26,00000000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00027790 De  DRB"
14141,3,23121,"2017-01-30 00:00:00","2017-02-11 11:31:11","2017-01-30 00:00:00",1,177421,2844.72000,2,B,2,0,"2017-01-30 00:00:00","DISTRIBUIDORA EFG",6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0002-00023121 De  DISTRIBUIDORA EFG"
14142,3,23122,"2017-02-06 00:00:00","2017-02-11 11:32:09","2017-02-06 00:00:00",1,177426,3986.12000,2,B,1,0,"2017-02-06 00:00:00","DISTRIBUIDORA EFG",6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00023122 De  DISTRIBUIDORA EFG"
14143,3,23126,"2017-02-08 00:00:00","2017-02-11 11:32:31","2017-02-08 00:00:00",1,177427,948.24000,2,B,1,0,"2017-02-08 00:00:00","DISTRIBUIDORA EFG",6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00023126 De  DISTRIBUIDORA EFG"
14144,3,23124,"2017-02-07 00:00:00","2017-02-11 11:33:09","2017-02-07 00:00:00",1,177430,974.60000,2,B,1,0,"2017-02-07 00:00:00","DISTRIBUIDORA EFG",6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00023124 De  DISTRIBUIDORA EFG"
14145,3,23125,"2017-02-08 00:00:00","2017-02-11 11:35:51","2017-02-08 00:00:00",1,177433,869.22000,2,B,1,0,"2017-02-08 00:00:00","DISTRIBUIDORA EFG",6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00023125 De  DISTRIBUIDORA EFG"
14146,3,23123,"2017-02-06 00:00:00","2017-02-11 11:36:12","2017-02-06 00:00:00",1,177434,1918.40000,2,B,1,0,"2017-02-06 00:00:00","DISTRIBUIDORA EFG",6,33,00000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00023123 De  DISTRIBUIDORA EFG"
14147,3,2092,"2017-02-08 00:00:00","2017-02-11 11:36:40","2017-02-08 00:00:00",237,177435,2200.00000,2,B,1,0,"2017-02-08 00:00:00","GRAFICA CENTINEO",6,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C B    0001-00002092 De  GRAFICA CENTINEO"
14148,3,12162126,"2017-02-10 00:00:00","2017-02-11 13:41:36","2017-02-10 00:00:00",41,177463,245.00000,1,B,1,0,"2017-02-10 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105746,0,NULL,NULL,NULL,"Factura B/C B    0001-12162126 De  PAN PROMO"
14149,3,21125,"2017-02-10 00:00:00","2017-02-11 13:50:08","2017-02-10 00:00:00",41,177468,70.00000,1,B,1,0,"2017-02-10 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,105751,0,NULL,NULL,NULL,"Factura B/C B    0001-00021125 De  PAN PROMO"
14150,3,12612,"2017-02-11 00:00:00","2017-02-11 13:59:09","2017-02-11 00:00:00",48,177476,268.00000,1,A,1,0,"2017-02-11 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,105759,0,NULL,NULL,NULL,"Factura B/C A    0001-00012612 De  COMBUSTIBLE"
14151,6,5763502,"2017-02-13 00:00:00","2017-02-13 15:14:11","2017-02-13 00:00:00",120,177574,21293.00000,1,X,1," ","2017-02-13 00:00:00","POETTO J C",1,26,0,0,1,21293.00000,NULL,105818,1520,NULL,NULL,NULL,"RECIBO  05763502  POETTO J C"
14152,6,5763503,"2017-02-13 00:00:00","2017-02-13 15:14:24","2017-02-13 00:00:00",120,177575,5908.00000,1,X,1," ","2017-02-13 00:00:00","POETTO J C",1,26,0,0,1,5908.00000,NULL,105819,1521,NULL,NULL,NULL,"RECIBO  05763503  POETTO J C"
14153,6,5763504,"2017-02-13 00:00:00","2017-02-13 15:15:29","2017-02-13 00:00:00",121,177576,30922.00000,1,X,1," ","2017-02-13 00:00:00","POETTO GUIDO",1,26,0,0,1,30922.00000,NULL,105820,1522,NULL,NULL,NULL,"RECIBO  05763504  POETTO GUIDO"
14154,6,5763505,"2017-02-13 00:00:00","2017-02-13 15:15:42","2017-02-13 00:00:00",121,177577,7352.00000,1,X,1," ","2017-02-13 00:00:00","POETTO GUIDO",1,26,0,0,1,7352.00000,NULL,105821,1523,NULL,NULL,NULL,"RECIBO  05763505  POETTO GUIDO"
14155,6,5763506,"2017-02-13 00:00:00","2017-02-13 15:17:52","2017-02-13 00:00:00",372,177578,113954.50000,1,X,1," ","2017-02-13 00:00:00","COOP PUAN",1,26,0,0,1,113954.50000,NULL,105822,1524,NULL,NULL,NULL,"RECIBO  05763506  COOP PUAN"
14156,3,11117,"2017-01-11 00:00:00","2017-02-13 15:20:10","2017-01-11 00:00:00",140,177579,11022.00000,2,A,1,0,"2017-01-11 00:00:00","PALACIO MARCOS",5,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00011117 De  PALACIO MARCOS"
