





















0SD.TMP Ultimo Control activo:  RINDEFLETE.CMDIMPRIMIR.CLICK
13-06-2022 19:01:58 , Error: Error de sintaxis. Linea : REPORT FORM rindeflete_cr PREVIEW Error :         10 Ultimo Alias Activo: CSRIMPRIMIR Ultimo registro:          1 STR(IDCTACTE_RTE)+STR(IDPASE,12) DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\0000G8W902O9
14-07-2022 19:55:55 , Error: Código de excepción OLE IDispatch 0 de ADODB.Recordset: No se puede utilizar la conexión para realizar esta operación. Está cerrada o no es válida en este contexto.. Linea :  Error :       1429 Ultimo Alias Activo:  Ultimo re











































gistro:          0  DBF:  Ultimo Control activo:  MAIN
14-07-2022 19:56:44 , Verificando OCX
14-07-2022 19:56:46 , Acceso al sistema, antes de autenticar
14-07-2022 19:56:46 , Obteniendo conexion a servidor
14-07-2022 19:56:49 , Conectado..181.224.113.20\sql2019,1170
14-07-2022 19:56:49 , Datos de la empresa
14-07-2022 19:56:54 , Verificando Licencia
14-07-2022 19:56:55 , Acceso exitoso
14-07-2022 19:57:21 , Error: Código de excepción OLE IDispatch 0 de ADODB.Recordset: No se puede utilizar la conexión para realizar esta operación. Está cerrada o no es válida en este contexto.. Linea :  Error :       1429 Ultimo Alias Activo:  Ultimo re








































gistro:          0  DBF:  Ultimo Control activo:  MAIN
15-07-2022 09:53:29 , Verificando OCX
15-07-2022 09:53:30 , Acceso al sistema, antes de autenticar
15-07-2022 09:53:31 , Obteniendo conexion a servidor
15-07-2022 09:53:34 , Conectado..181.224.113.20\sql2019,1170
15-07-2022 09:53:34 , Datos de la empresa
15-07-2022 16:17:52 , Error: No se encuentra el alias 'CSRPARAMETROS'. Linea : USE IN Csrparametros Error :         13 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  LISTADOTOTFAC.IMPRIMIR_VISTAPREVIA1.INIT
15-07-2022 16:17:58 , Verificando OCX
15-07-2022 16:18:03 , Acceso al sistema, antes de autenticar
15-07-2022 16:18:03 , Obteniendo conexion a servidor
15-07-2022 16:18:06 , Conectado..181.224.113.20\sql2019,1170
15-07-2022 16:18:07 , Datos de la empresa
15-07-2022 18:44:59 , Error: Incompatibilidad entre el tipo de operador y el tipo de operando. Linea : IF tcdato<0 Error :        107 Ultimo Alias Activo: CSRAUXPLANCUE Ultimo registro:          1  DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\00007F9L03RJ.TMP 





































Ultimo Control activo: CUENTA REGCTACTE.KEYPRESS
15-07-2022 18:45:12 , Error: Incompatibilidad entre el tipo de operador y el tipo de operando. Linea : IF tcdato<0 Error :        107 Ultimo Alias Activo: CSRAUXMOVAFECTADO Ultimo registro:          2  DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\00007F9L03RI.




































TMP Ultimo Control activo:  REGCTACTE.UNLOAD
15-07-2022 18:46:24 , Error: No se encuentra el alias. Linea : if (lcaccion='A' or haycambios) AND RECCOUNT('CsrAuxPagoTmp')#0 Error :         13 Ultimo Alias Activo: CSRPLANPAGO Ultimo registro:          1  DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\00007F9



































L040S.TMP Ultimo Control activo: CUENTA REGCTACTE.KEYPRESS
15-07-2022 18:47:48 , Error: El archivo 'csrpago.dbf' no existe. Linea : SELECT CsrPago.* FROM CsrPago WHERE RECNO()<0 INTO CURSOR CsrAuxPagoTmp READWRITE Error :          1 Ultimo Alias Activo: CSRAUXPLANCUE Ultimo registro:          1  DBF: C:\USERS\MA


































RCO\APPDATA\LOCAL\TEMP\00007F9L04GH.TMP Ultimo Control activo: CUENTA REGCTACTE.KEYPRESS
15-07-2022 18:48:39 , Error: Incompatibilidad entre el tipo de operador y el tipo de operando. Linea : if haycambios and lcclasevalor#'C' Error :        107 Ultimo Alias Activo: CSRPAGO Ultimo registro:          1  DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\

































00007F9L04X3.TMP Ultimo Control activo: CUENTA REGCTACTE.KEYPRESS
15-07-2022 18:52:24 , Error: No se encuentra la propiedad CONSULTANDOCOMPROBANTE. Linea : IF this.consultandocomprobante Error :       1734 Ultimo Alias Activo: CSRVALOR Ultimo registro:          1  DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\00007F9L05PJ.TMP
































 Ultimo Control activo:  REGCTACTE.KEYPRESS
15-07-2022 18:53:15 , Error: No se encuentra la propiedad CONSULTANDOCOMPROBANTE. Linea : IF this.consultandocomprobante Error :       1734 Ultimo Alias Activo: CSRVALOR Ultimo registro:          1  DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\00007F9L063Q.TMP































 Ultimo Control activo:  REGCTACTE.KEYPRESS
15-07-2022 19:00:30 , Verificando OCX
15-07-2022 19:00:33 , Acceso al sistema, antes de autenticar
15-07-2022 19:00:33 , Obteniendo conexion a servidor
15-07-2022 19:00:37 , Conectado..181.224.113.20\sql2019,1170
15-07-2022 19:00:38 , Datos de la empresa
15-07-2022 19:00:44 , Verificando Licencia
15-07-2022 19:00:45 , Acceso exitoso
15-07-2022 19:00:49 , Error: Código de excepción OLE IDispatch 0 de ADODB.Recordset: No se puede utilizar la conexión para realizar esta operación. Está cerrada o no es válida en este contexto.. Linea :  Error :       1429 Ultimo Alias Activo:  Ultimo re




























gistro:          0  DBF:  Ultimo Control activo:  MAIN
15-07-2022 19:01:08 , Verificando OCX
15-07-2022 19:01:09 , Acceso al sistema, antes de autenticar
15-07-2022 19:01:09 , Obteniendo conexion a servidor
15-07-2022 19:01:11 , Conectado..181.224.113.20\sql2019,1170
15-07-2022 19:01:12 , Datos de la empresa
15-07-2022 19:01:17 , Verificando Licencia
15-07-2022 19:01:18 , Acceso exitoso
15-07-2022 19:01:19 , Error: Código de excepción OLE IDispatch 0 de ADODB.Recordset: No se puede utilizar la conexión para realizar esta operación. Está cerrada o no es válida en este contexto.. Linea :  Error :       1429 Ultimo Alias Activo:  Ultimo re

























gistro:          0  DBF:  Ultimo Control activo:  MAIN
15-07-2022 19:01:59 , Verificando OCX
15-07-2022 19:02:00 , Acceso al sistema, antes de autenticar
15-07-2022 19:02:00 , Obteniendo conexion a servidor
15-07-2022 19:02:02 , Conectado..181.224.113.20\sql2019,1170
15-07-2022 19:02:03 , Datos de la empresa
15-07-2022 19:02:09 , Verificando Licencia
15-07-2022 19:02:10 , Acceso exitoso
15-07-2022 19:02:36 , Error: Código de excepción OLE IDispatch 0 de ADODB.Recordset: No se puede utilizar la conexión para realizar esta operación. Está cerrada o no es válida en este contexto.. Linea :  Error :       1429 Ultimo Alias Activo:  Ultimo re






















gistro:          0  DBF:  Ultimo Control activo:  MAIN
18-07-2022 10:22:23 , Verificando OCX
18-07-2022 10:22:24 , Acceso al sistema, antes de autenticar
18-07-2022 10:22:24 , Obteniendo conexion a servidor
18-07-2022 10:22:27 , Conectado..181.224.113.20\sql2019,1170
18-07-2022 10:22:27 , Datos de la empresa
18-07-2022 10:22:30 , Acceso exitoso
26-07-2022 14:19:22 , Verificando OCX
26-07-2022 14:19:31 , Acceso al sistema, antes de autenticar
26-07-2022 14:19:32 , Obteniendo conexion a servidor
26-07-2022 14:19:33 , Error: No se encuentra la instrucción PARAMETER. Linea : Local  loCatchErr As Exception Error :       1238 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  MAIN
26-07-2022 14:28:38 , Verificando OCX
26-07-2022 14:28:40 , Acceso al sistema, antes de autenticar
26-07-2022 14:28:40 , Obteniendo conexion a servidor
26-07-2022 14:28:43 , Conectado..181.224.113.20\sql2019,1170
26-07-2022 14:30:02 , Verificando OCX
26-07-2022 14:30:03 , Acceso al sistema, antes de autenticar
26-07-2022 14:30:03 , Obteniendo conexion a servidor
26-07-2022 14:30:05 , Conectado..server\sql2019,1170
26-07-2022 14:30:05 , Datos de la empresa
26-07-2022 14:30:07 , Acceso exitoso
26-07-2022 14:37:22 , Verificando OCX
26-07-2022 14:37:23 , Acceso al sistema, antes de autenticar
26-07-2022 14:37:23 , Obteniendo conexion a servidor
26-07-2022 14:37:25 , Conectado..server\sql2019,1170
26-07-2022 14:37:25 , Datos de la empresa
26-07-2022 14:37:28 , Acceso exitoso
26-07-2022 14:37:55 , Error: El valor, tipo o número de argumentos no es válido para la función. Linea : Oscatter.nombre		= "CORRESPONDE " + FsrAuxOpera.nomcomproba+ " " + FsrAuxOpera.numcomp+" " + CTOD(FsrAuxOpera.fecha) Error :         11 Ultimo Alias 












Activo: CSRAUXCUERFAC Ultimo registro:          1 ORDEN DBF: C:\USERS\MARCO\APPDATA\LOCAL\TEMP\0000KVM10160.TMP Ultimo Control activo:  MAIN
26-07-2022 14:38:41 , Verificando OCX
26-07-2022 14:38:41 , Acceso al sistema, antes de autenticar
26-07-2022 14:38:41 , Obteniendo conexion a servidor
26-07-2022 14:38:44 , Conectado..server\sql2019,1170
26-07-2022 14:38:44 , Datos de la empresa
26-07-2022 14:38:46 , Acceso exitoso
26-07-2022 14:40:41 , Verificando OCX
26-07-2022 14:40:42 , Acceso al sistema, antes de autenticar
26-07-2022 14:40:42 , Obteniendo conexion a servidor
26-07-2022 14:40:48 , Conectado..server\sql2019,1170
26-07-2022 14:40:48 , Datos de la empresa
26-07-2022 14:40:50 , Acceso exitoso
26-07-2022 14:42:24 , Verificando OCX
26-07-2022 14:42:24 , Acceso al sistema, antes de autenticar
26-07-2022 14:42:24 , Obteniendo conexion a servidor
26-07-2022 14:42:27 , Conectado..server\sql2019,1170
26-07-2022 14:42:27 , Datos de la empresa
26-07-2022 14:42:29 , Acceso exitoso
26-07-2022 14:44:36 , Verificando OCX
26-07-2022 14:44:37 , Acceso al sistema, antes de autenticar
26-07-2022 14:44:37 , Obteniendo conexion a servidor
26-07-2022 14:44:39 , Conectado..server\sql2019,1170
26-07-2022 14:44:40 , Datos de la empresa
26-07-2022 14:44:41 , Acceso exitoso
26-07-2022 16:15:18 , Verificando OCX
26-07-2022 16:15:19 , Acceso al sistema, antes de autenticar
26-07-2022 16:15:19 , Obteniendo conexion a servidor
26-07-2022 16:15:22 , Conectado..181.224.113.20\sql2019,1170
26-07-2022 16:15:23 , Datos de la empresa
26-07-2022 16:15:26 , Acceso exitoso
26-07-2022 16:16:05 , Verificando OCX
26-07-2022 16:16:05 , Acceso al sistema, antes de autenticar
26-07-2022 16:16:06 , Obteniendo conexion a servidor
26-07-2022 16:16:08 , Conectado..181.224.113.20\sql2019,1170
26-07-2022 16:16:08 , Datos de la empresa
26-07-2022 16:16:11 , Acceso exitoso
26-07-2022 16:17:44 , Verificando OCX
26-07-2022 16:17:44 , Acceso al sistema, antes de autenticar
26-07-2022 16:17:44 , Obteniendo conexion a servidor
26-07-2022 16:17:46 , Conectado..181.224.113.20\sql2019,1170
26-07-2022 16:17:46 , Datos de la empresa
26-07-2022 16:17:49 , Acceso exitoso
26-07-2022 16:23:03 , Verificando OCX
26-07-2022 16:23:04 , Acceso al sistema, antes de autenticar
26-07-2022 16:23:04 , Obteniendo conexion a servidor
26-07-2022 16:23:06 , Conectado..181.224.113.20\sql2019,1170
26-07-2022 16:23:07 , Datos de la empresa
26-07-2022 16:23:10 , Acceso exitoso
