
















































































































































ol activo:  EXPORTAR_HOLISTOR.INIT
08-02-2024 14:55:22 , Verificando Licencia
29-08-2024 17:33:51 , Error: No se encuentra la propiedad KITBUSCAOALTAENCATEGOTIPO. Linea : WITH .KitbuscaoaltaenCategoTipo Error :       1734 Ultimo Alias Activo: CSRCATEGOTIPO Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000RK


























SP05VS.TMP Ultimo Control activo:  PARAVARIO_STOCK.INIT
29-08-2024 19:26:15 , Verificando Licencia
30-08-2024 09:23:58 , Error: El archivo 'csrcbioprecio.dbf' no existe. Linea : SELECT * ,CAST(0 as int) as numero,SPACE(40) as nombre,0 as estadotilde ,SPACE(10) as codalfaprov, CAST(0 as n(12,3)) as porce ,SPACE(20) as proveedor, CAST(0 as i) as idpreci

























o FROM Csrcbioprecio WHERE id <-1 INTO CURSOR CsrAuxCbioPrecio READWRITE Error :          1 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  CBIOPRECIO_FILE.LOAD
30-08-2024 09:24:09 , Verificando Licencia
30-08-2024 09:34:03 , Error: No se encuentra la variable 'LCCMD'. Linea : thisform.obtenerdatos('CsrRubro',lcCmd) Error :         12 Ultimo Alias Activo: CSRAFECATEPROD Ultimo registro:          2  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\00000KQX02TD.TMP
























 Ultimo Control activo:  CBIOPRECIO_FILE.CMDACEPTAR.CLICK
30-08-2024 09:51:28 , Verificando Licencia
30-08-2024 09:53:14 , Error: La sesión de datos nº 2 no se puede liberar si hay transacciones abiertas. Linea : lobjprecio = CREATEOBJECT('custom') Error :       1549 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  CBIOPR























ECIO_FILE.PRECIOPROD1.INIT
30-08-2024 09:53:45 , Verificando Licencia
30-08-2024 10:04:43 , Error: La sesión de datos nº 2 no se puede liberar si hay transacciones abiertas. Linea : lobjprecio = CREATEOBJECT('custom') Error :       1549 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  CBIOPR






















ECIO_FILE.PRECIOPROD1.INIT
30-08-2024 10:05:11 , Verificando Licencia
30-08-2024 10:08:11 , Verificando Licencia
30-08-2024 10:12:02 , Verificando Licencia
30-08-2024 10:37:06 , Error: Debe especificar parámetros adicionales. Linea : INSERT INTO CsrImprimir VALUES (CsrArticulo.id,CsrArticulo.codalfaprov,0,CsrArticulo.codalfaprecio,CsrArticulo.nombre,CsrCtacte.id,CsrCtacte.cnombre,0,NVL(CsrArticulo.saldo,0),





















CsrArticulo.fecmodiprecio,'','') Error :         94 Ultimo Alias Activo: FSRARTICULO Ultimo registro:       2064 CODIGO DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000PAMH1UX0.TMP Ultimo Control activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
30-08-2024 10:37:26 , Error: Debe especificar parámetros adicionales. Linea : INSERT INTO CsrImprimir VALUES (CsrArticulo.id,CsrArticulo.codalfaprov,0,CsrArticulo.codalfaprecio,CsrArticulo.nombre,CsrCtacte.id,CsrCtacte.cnombre,0,NVL(CsrArticulo.saldo,0),




















CsrArticulo.fecmodiprecio,'','') Error :         94 Ultimo Alias Activo: FSRARTICULO Ultimo registro:       2064 CODIGO DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000PAMH1UX0.TMP Ultimo Control activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
30-08-2024 10:38:56 , Error: No se encuentra el alias 'CSRAUXPRODUCTO'. Linea : SELECT CsrAuxProducto Error :         13 Ultimo Alias Activo: CSRAUXCBIOPRECIO Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000PAMH1UZW.TMP Ultimo Co



















ntrol activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
30-08-2024 10:40:37 , Error: No se encuentra el alias 'CSRAUXPRODUCTO'. Linea : SELECT CsrAuxProducto Error :         13 Ultimo Alias Activo: CSRAUXCBIOPRECIO Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000PAMH1V57.TMP Ultimo Co


















ntrol activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
30-08-2024 11:06:35 , Verificando Licencia
30-08-2024 12:36:29 , Error: El archivo 'csrcbioprecio.dbf' no existe. Linea : SELECT * ,CAST(0 as int) as numero,SPACE(40) as nombre,0 as estadotilde ,SPACE(10) as codalfaprov, CAST(0 as n(12,3)) as porce ,SPACE(20) as proveedor, CAST(0 as i) as idpreci

















o FROM Csrcbioprecio WHERE id <-1 INTO CURSOR CsrAuxCbioPrecio READWRITE Error :          1 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  CBIOPRECIO_FILE.LOAD
30-08-2024 12:36:39 , Verificando Licencia
30-08-2024 17:28:37 , Error: OAVISAR no es un objeto. Linea : =Oavisar.proceso('S','Obteniendo datos de '+lcalias+', AGUARDE ...',.F.,0) Error :       1924 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  CBIOPRECIO_FILE.K
















ITBUSCAOALTAENCTACTE.BOTONLLAMARABM1.CLICK
30-08-2024 17:30:49 , Verificando Licencia
30-08-2024 17:34:43 , Verificando Licencia
30-08-2024 18:01:37 , Error: El archivo 'csrarticulo.dbf' no existe. Linea : SELECT *, CAST('' as memo) as Descripcion FROM CsrArticulo WHERE id < 0 INTO CURSOR CsrAuxProducto READWRITE Error :          1 Ultimo Alias Activo: CSRUBICACION Ultimo registro















:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000IDQH1271.TMP Ultimo Control activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
30-08-2024 18:01:54 , Verificando Licencia
30-08-2024 18:56:11 , Error: El archivo 'csrarticulo.dbf' no existe. Linea : SELECT *, CAST('' as memo) as Descripcion FROM CsrArticulo WHERE id < 0 INTO CURSOR CsrAuxProducto READWRITE Error :          1 Ultimo Alias Activo: CSRUBICACION Ultimo registro














:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000IDQH4R9G.TMP Ultimo Control activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
30-08-2024 18:57:31 , Verificando Licencia
30-08-2024 19:18:23 , Error: No se encuentra la variable 'LNNUEVOCOSTO'. Linea : lObjPrecio.costoconiva = lnnuevocosto Error :         12 Ultimo Alias Activo: CSRAUXPRODUCTO Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000IDQH4SQ













E.TMP Ultimo Control activo:  CBIOPRECIO_FILE.CMDACEPTAR.CLICK
30-08-2024 19:20:48 , Error: El archivo 'csrcbioprecio.dbf' no existe. Linea : SELECT * ,CAST(0 as int) as numero,SPACE(40) as nombre,0 as estadotilde ,SPACE(10) as codalfaprov, CAST(0 as n(12,3)) as porce ,SPACE(20) as proveedor, CAST(0 as i) as idpreci












o FROM Csrcbioprecio WHERE id <-1 INTO CURSOR CsrAuxCbioPrecio READWRITE Error :          1 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  CBIOPRECIO_FILE.LOAD
30-08-2024 19:20:56 , Verificando Licencia
30-08-2024 19:28:54 , Verificando Licencia
30-08-2024 19:45:47 , Error: No se encuentra la propiedad AUMENTO. Linea : lobjprecio.aumento		= OscPrecio.aumento Error :       1734 Ultimo Alias Activo: FSRARTICULO Ultimo registro:          2 CODIGO DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000TYX500U4










.TMP Ultimo Control activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
30-08-2024 19:48:48 , Error: No se encuentra la variable 'LNNUEVOCOSTO'. Linea : lObjPrecio.costoconiva = lnnuevocosto Error :         12 Ultimo Alias Activo: CSRARTICULO Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000TYX5011K.T









MP Ultimo Control activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
02-09-2024 08:46:27 , Verificando Licencia
02-09-2024 10:06:34 , Error: El origen de datos para este objeto debe ser una referencia de variable. Linea : .column10.ControlSource = "CsrAuxCbioPrecio.CodAlfaPrecio " Error :       1742 Ultimo Alias Activo: CSRAUXCBIOPRECIO Ultimo registro:         35








  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000FV9L02GY.TMP Ultimo Control activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
02-09-2024 17:30:09 , Error: No se encuentra el alias. Linea : IF RECCOUNT(lcaliasseek)#0 Error :         13 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  ABMMARGEN_MR.CONTENEDOR1.PFRAME1.PAGE1.KITBUSCAOALTAENHIJO.TXTEX







ISTE1.INIT
02-09-2024 17:30:23 , Verificando Licencia
02-09-2024 17:39:40 , Error: No se encuentra el alias 'CSRPARAMETROS'. Linea : USE IN Csrparametros Error :         13 Ultimo Alias Activo: CSRAUXCUERPO Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000FV9L2EJR.TMP Ultimo Control 






activo:  ACTUALIZADOR.IMPRIMIR_VISTAPREVIA1.INIT
02-09-2024 17:40:01 , Verificando Licencia
02-09-2024 17:44:01 , Error: No se encuentra el alias 'CSRAUXCURSOR'. Linea : SELECT CsrAuxCursor Error :         13 Ultimo Alias Activo: CSRPRODUCTO Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000FV9L2EL1.TMP Ultimo Control act





ivo:  ACTUALIZADOR._TXTBUSQUEDA.KEYPRESS
02-09-2024 17:45:18 , Verificando Licencia
02-09-2024 17:52:04 , Verificando Licencia
05-09-2024 09:18:53 , Verificando Licencia
05-09-2024 09:20:47 , Error: No se encuentra el alias 'CSRMARGEN_MR'. Linea : SELECT CsrMargen_mr Error :         13 Ultimo Alias Activo: FSRARTICULO Ultimo registro:         35 CODIGO DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\00005I4P0039.TMP Ultimo Contr



ol activo:  CBIOPRECIO_FILE.CMDPROCESAR.CLICK
05-09-2024 09:37:04 , Verificando Licencia
05-09-2024 09:45:46 , Error: No se encuentra la variable 'LCCMDPARAM'. Linea : =CrearCursorAdapter('CsrMargen_MR',lcCmdParam) Error :         12 Ultimo Alias Activo:  Ultimo registro:          0  DBF:  Ultimo Control activo:  CBIOPRECIO_FILE.INIT
18-09-2024 09:09:51 , Verificando Licencia
18-09-2024 12:03:05 , Verificando Licencia
18-09-2024 12:21:36 , Error: No se encuentra el alias 'CSRPRODUCTO'. Linea : this.controlsource=this.parent.controlsourcetxtid Error :         13 Ultimo Alias Activo: CSRAUXCUERPO2 Ultimo registro:          1  DBF: C:\USERS\MARCOS\APPDATA\LOCAL\TEMP\0000

5M2X01YV.TMP Ultimo Control activo:  ABMPRODUCTO.CONTENEDOR1.PFRAME1.PAGE1.KITBUSCAOALTAENABMMARCA.TXTID.INIT
18-09-2024 12:21:44 , Verificando Licencia
20-09-2024 16:40:28 , Verificando Licencia
20-09-2024 16:47:03 , Verificando Licencia
07-10-2024 12:38:22 , Verificando Licencia
07-10-2024 15:25:57 , Verificando Licencia
