CodigoArticulo;DescripcionArticulo;Anulado;UnidadesXBulto;ValorUMedida;UnidadMedida
697;QUESO LS CHUBUT LIGTH FRACC 250GS;NO;24;1;UNIDAD
685;YOGURISIMO C/CEREAL Y COLC 161GS;NO;20;1;UNIDAD
4004;MONEDA $4;NO;0;1;UNIDAD
4002;MONEDA $ 2;NO;0;1;UNIDAD
7530;DANETTE SIN CARGO;NO;0;1;UNIDAD
7158;FLAN SER SIN CARGO;NO;20;1;UNIDAD
1052;MANTECA LS EXTRA VIT A-E PAQ 100 GR;NO;20;1;UNIDAD
3846;HUEVO PAS KINDER 8 UNID STARS WARS 800G;NO;8;1;UNIDAD
9901;SER YOGUR CALCI + PACK X 240GS;NO;24;1;UNIDAD
9923;YOGUR SER TETRA BRICK  X 1L;NO;16;1;UNIDAD
9924;YOGURISIMO TETRA BRICK X 1L;NO;16;1;UNIDAD
3013;TIC TAC MANZ/MARAC 12 X 192GS;NO;24;1;UNIDAD
3602;KINDER SORPRESA BAR/WHE X 24U 38;NO;1;1;UNIDAD
1140;PROMO MUÑECO PACHORRRA;NO;1;1;UNIDAD
3074;PACK PROMO FERRERO +CJA HERRAM;NO;1;1;UNIDAD
1035;POSTRE DANETE ALFJ CHOC 120GS;NO;20;1;UNIDAD
3651;BEBIDA LACTEA LS JUNIOR ULT SAC X1L;NO;17;1;UNIDAD
12;YOGUR FIRME FORTIF. C/H X 190G;NO;20;1;UNIDAD
104;SER FIRME F POTE 195 GRS;NO;20;1;UNIDAD
135;YOGURISIMO C/CEREALES X 166GRS;NO;20;1;UNIDAD
5334;YOGURISIMO GO STAR WARS B. X 185G;NO;35;1;UNIDAD
5423;YOGURISIMO SACHET IMBATIBLE 1.300GS;NO;12;1;UNIDAD
430;DANONINO BEBIBLE /F BOT. X 200GR;NO;35;1;UNIDAD
455;ACTIVIA SACHET X 700 GS;NO;20;1;UNIDAD
644;RICOTA L.S MAGRA SACHET 500;NO;18;1;UNIDAD
820;YOGUR SER BEB CALCIO+BOT.190G;NO;35;1;UNIDAD
823;YOGURISIMO CREMIX PACK X 750 GR;NO;8;1;UNIDAD
908;YOGURISIMO FIRME AVENGERS X 500GS;NO;12;1;UNIDAD
957;YOGURISIMO CREMIX SAB P. 480 GS;NO;12;1;UNIDAD
973;SER YOGUR FORT/DESC. SACHET X 900 GS;NO;16;1;UNIDAD
9608;YOGURISIMO ENT FIRME +FORT 125GS;NO;48;1;UNIDAD
827;ALIM LAC DANONINO FOT PACK X 400GS;NO;12;1;UNIDAD
1104;SER FIME FORT. POTE 195GRS.;NO;20;1;UNIDAD
9135;YOGURISIMO C/CEREALES X 166GRS;NO;20;1;UNIDAD
9512;YOGURISIMO FIRME FORT 190GS;NO;20;1;UNIDAD
9515;YOGURISIMO FORT ENT S. X 1.100GS;NO;15;1;UNIDAD
9685;YOGURISIMO C/CEREAL Y COLC X161GS;NO;20;1;UNIDAD
9823;YOGURISIMO CREMIX PACK X 750GR;NO;8;1;UNIDAD
9657;YOGURISIMO CREMIX SABORIZADO X  120G;NO;48;1;UNIDAD
11351;MANTECA LS LIGHT UNT.P 200;NO;24;1;UNIDAD
91154;QUESO LS ROMANO 1/2 HORMA;NO;1;1;UNIDAD
657;QUESO FINLANDIA LS PANC/CEB/CAR X 200GS;NO;24;1;UNIDAD
9158;FLAN SER TENTACION PACK 190GS;NO;24;1;UNIDAD
435;YOGURISIMO PACHORRA BOT 185 GS;NO;35;1;UNIDAD
1038;POSTRE DANETTE C/ROCKL 120GS;NO;20;1;UNIDAD
9925;YOGURISIMO BIG SIZE CREMIX 960 GS;NO;8;1;UNIDAD
635;QUESO FINLANDIA LS LIGHT A/D X300GS;NO;12;1;UNIDAD
639;QUESO FINLANDIA LS PROC. A/D X300GS;NO;12;1;UNIDAD
1204;QUESO MANTECREM POTE 190GS;NO;12;1;UNIDAD
2930;LECHE NUTRILON 2 PROFUTURA X800GS;NO;12;1;UNIDAD
2950;LECHE 03 VITAL INFANTIL X200ML;NO;30;1;UNIDAD
2942;LECHE NUTRILON 1 PROFUTURA X800GS;NO;12;1;UNIDAD
991;LECHE CINDOR MID X 1 L.;NO;12;1;UNIDAD
9400;LA SERENISIMA FRESH 850 GRS;NO;18;1;UNIDAD
682;LECHE LS ULTRA DESL ENT SACHET X1L;NO;16;1;UNIDAD
53;CREMA DE LECHE LS LIGHT X200CC;NO;24;1;UNIDAD
9105;YOGUR SER DESC JOYFUL C/FRT X 125GS;NO;12;1;UNIDAD
3018;TIC TAC MANZAN VERD 12 X 192GS;NO;24;1;UNIDAD
2451;LECHE NUTRILON 4 PROFUTURA X800GS;NO;12;1;UNIDAD
1206;CASAMCREM DULCECREM 190 GS;NO;12;1;UNIDAD
3603;KINDER SORPRESA MINIONS X 24U 480GS;NO;1;1;UNIDAD
3604;KINDER SORPRESA MINIONS X 48 U 960GS;NO;1;1;UNIDAD
748;QUESO FINLANDIA LS CHAMP Y JAMON LIGHT;NO;24;1;UNIDAD
5316;DANETTE 95 GR;NO;72;1;UNIDAD
9011;YOGURISIMO CRUNCH C/CONF 170GS;NO;20;1;UNIDAD
9013;YOGURISIMO CRUNCH C /C. CHOC 170GS;NO;20;1;UNIDAD
891;MI PRIMER YOGURISIMO X120GR;NO;20;1;UNIDAD
3081;PACK PROMO FERRERO + JARRO TERMICO;NO;1;1;UNIDAD
1207;BOLSACREM 690GS;NO;6;1;UNIDAD
742;QUESO FINLANDIA LS SALAME LIGHT P.200;NO;24;1;UNIDAD
1126;ALIMENTO LS MAS X250CC;NO;24;1;UNIDAD
1125;ALIMENTO LS MAS BOT X1L;NO;8;1;UNIDAD
5525;LA SERENISIMA BABY 1 X750GS;NO;12;1;UNIDAD
2826;LA SERENISIMA BABY 2 X750GS;NO;12;1;UNIDAD
2833;LA SERENISIMA BABY 3 X750GS;NO;12;1;UNIDAD
476;QUESO LS CREMOSO LIGHT FRC X500GS;NO;24;1;UNIDAD
470;QUESO LS CREMON LIGHT H X3KG;NO;6;1;UNIDAD
2932;LA SERENISIMA BABY 4 X750GS;NO;12;1;UNIDAD
2840;CEREAL NUTRILON PROF ARROZ X 200G;NO;0;1;UNIDAD
2871;CEREAL NUTRILON ARR BAN MAN X 200GS;NO;0;1;UNIDAD
2864;LECHE 5 NUTRILON PROF CERE  X200ML;NO;6;1;UNIDAD
491;LECHE LS ULT DESC FORT VIT X1L;NO;16;1;UNIDAD
9927;YOGUR SER BIG SIZE CREMIX X 960GRS;NO;8;1;UNIDAD
6953;YOGUR SER BATIDO X 85GS;NO;72;1;UNIDAD
6954;YOGURISIMO BATIDO X 85GS;NO;72;1;UNIDAD
728;QUESO FINLANDIA LS CAESAR LIGHT 200GS;NO;24;1;UNIDAD
536;POSTRE DANET SALSAS X 180 GRS.;NO;36;1;UNIDAD
3079;PACK PROMO FERRERO + POWERBANK;NO;1;1;UNIDAD
170;CREMA DE LECHE LS X200CC;NO;24;1;UNIDAD
2920;LECHE NUTRILON 3 PROFUTURA X800GS;NO;12;1;UNIDAD
3605;KINDER SORPRESA TRANSFORMERS 24U X 480GS;NO;8;1;UNIDAD
3606;KINDER SORPR SIRENA X 96UNID X 1920GS;NO;8;1;UNIDAD
9656;YOGURISIMO TETRABRICK 1KG;NO;12;1;UNIDAD
9926;YOGUR SER TETRABRICK 1 KG;NO;12;1;UNIDAD
2298;SALCHICHA GJA IRIS C/QUES X6 UNID;NO;20;1;UNIDAD
6131;YOGURISIMO CRUNCH C/CHOC 160GR;NO;20;1;UNIDAD
738;QUESO FINLANDIA LS CHAM Y JAM LIGHT P200;NO;24;1;UNIDAD
5315;FLAN DANETTE 190 GS.;NO;24;1;UNIDAD
3406;DULCE DE LECHE COLONIAL X 500 GS;NO;12;1;UNIDAD
3446;DULCE DE LECHE CLASICO X 500 GS;NO;12;1;UNIDAD
561;POSTRE DANETTE TORTAS PACK 180GR;NO;24;1;UNIDAD
610;POSTRE SER MARQUISE PACK 180GR;NO;24;1;UNIDAD
5335;YOGURISIMO 3 EN 1 BOT. 185GS;NO;35;1;UNIDAD
7910;YOGURISIMO 3 EN 1 X 290GS;NO;24;1;UNIDAD
6424;PROMO YOGU.FORTI ENTERO/SACHET 1300 GS;NO;12;1;UNIDAD
6523;YOGURISIMO 1.300KS OFERTA 50 %;NO;12;1;UNIDAD
67;DCE LS DE LECHE REPOSTERO X400GS;NO;12;1;UNIDAD
1285;SALCHICHA GI JUNIOR VIENA X12UNID;NO;12;1;UNIDAD
727;ALIM SEREC LECHE Y JUGO X 750 CC;NO;16;1;UNIDAD
737;ALIM LECH Y JUG RED EN LACT X 750 CC;NO;16;1;UNIDAD
1707;LECHE LS FIBRACTIBAVA U/DES X750CC;NO;16;1;UNIDAD
1708;LECHE LS ULT ENTER C/HIERR X 750CC;NO;16;1;UNIDAD
1709;LECHE LS ULT DESC C/HIERR X 750CC;NO;16;1;UNIDAD
1746;LECHE LS SER ULT OMEGA3 X750CC;NO;16;1;UNIDAD
1624;LECHE LS ENT RED E/LACTOSA X750CC;NO;16;1;UNIDAD
1625;LECHE LS ULT DESC RED/LACT X750CC;NO;16;1;UNIDAD
409;POSTRE SERENITO BOMB CROC X 118GS;NO;20;1;UNIDAD
248;QUESO LS EN CUBOS PATEGRAS X150GS;NO;12;1;UNIDAD
1167;QUESO LS EN CUBOS SARDO X150GS;NO;12;1;UNIDAD
1168;QUESO LS EN CUBOS CHUBUT LIG X150GS;NO;12;1;UNIDAD
1738;QUESO LS EN CUBOS DAMBO PROV X150GS;NO;12;1;UNIDAD
1665;QUESO LS DAMBO FETEADO X 180GS;NO;12;1;UNIDAD
734;QUESO FINLANDIA LS CALAB LIGHT X 200GS;NO;24;1;UNIDAD
112;ALIMENTO LS SEREMIX X250CC;NO;24;1;UNIDAD
9993;YOGUR SER C/CEREAL 181 GRS;NO;20;1;UNIDAD
1978;BANDEJAS DE TOMAR LA LECHE PROMOCION;NO;0;1;UNIDAD
1333;YOGUR DESC C/MUESLIX 181GS;NO;20;1;UNIDAD
3082;CAJA DE HERRAMIENTAS+EXHIBIDORES;NO;0;1;UNIDAD
113;ALIMENTO LS SEREMIX X500CC;NO;32;1;UNIDAD
2910;LECHE 4 NUTRILON PROFUTURA X200ML;NO;30;1;UNIDAD
3616;KINDER SORP PONY X 24 UNI...480GS;NO;8;1;UNIDAD
3615;KINDER SORP STAR WARS X 24 UNID X 480GR;NO;0;1;UNIDAD
1658;QUESO FINLANDIA BALANC LIGHT X200GS;NO;24;1;UNIDAD
1659;QUESO FINLANDIA BALANC LIGHT X300GS;NO;12;1;UNIDAD
936;LECHE SERENITO CHOCOLATADA 1 L;NO;12;1;UNIDAD
1670;QUESO LS MASCARPONE X200GS;NO;24;1;UNIDAD
3025;TIC TAC BANANA 12 EST X 192GS;NO;24;1;UNIDAD
1710;LECHE LS ULTRA PROTEICA PRISMA 750 CC;NO;16;1;UNIDAD
1730;QUESO LS REGGIANITO 1/4 HORMA;NO;0;1;UNIDAD
1640;QUESO LS CHUBUT HORMA X4KG;NO;4;1;UNIDAD
1971;TABLA CREMON PROMOCION;NO;0;1;UNIDAD
1967;TABLA CHUBUT PROMOCION;NO;0;1;UNIDAD
1977;VASOS PLASTICOS;NO;0;1;UNIDAD
1979;ENSALADERA LS PROMOCION;NO;0;1;UNIDAD
1980;CUCHILLO UNTADOR ACERO;NO;0;1;UNIDAD
1981;PIZZERAS DE PLASTICO LS PROMOCION;NO;0;1;UNIDAD
1040;ECO BOLSA LS PROMOCION;NO;0;1;UNIDAD
1297;SALCHICHAS GRANJA IRIS AMERICANA 5 UNID;NO;21;1;UNIDAD
9016;YOGURISIMO ENT  C/GRANOLA X 157GS;NO;20;1;UNIDAD
9017;YOGURISIMO ET CEREAL C/FRUT X 164GS;NO;20;1;UNIDAD
1655;QUESO FINLANDIA SALMON LIGHT X200GS;NO;24;1;UNIDAD
1039;POSTRE DANETTE COPA  X 100GS;NO;20;1;UNIDAD
1120;DULCE DE LECHE LS TOPPING POUCH X250GS;NO;12;1;UNIDAD
775;QUESO CREMOSO ARMONIA X 3KGS;NO;6;1;UNIDAD
9538;YOGUR SER 3 EN 1 X 240 GS;NO;24;1;UNIDAD
1127;ALIM A BASE DE L UAT SENSE X 250CM3;NO;24;1;UNIDAD
9108;YOGUR SER BAT C/FRUT X 120GS;NO;48;1;UNIDAD
6010;YOGURISIMO BATIDO C/FRUTAS X 150GS;NO;20;1;UNIDAD
1129;ALIM A BASE DE LECHE UAT X 1L;NO;8;1;UNIDAD
1171;QUESO LS CUBOS SARDO BOLSA X 60GS;NO;10;1;UNIDAD
1172;QUESO LS CUBOS PATEGRAS BOLS X 60GS;NO;10;1;UNIDAD
1712;LECHE LS ULTRA MUJER PRISMA X 750 CC;NO;16;1;UNIDAD
1870;DULCE DE LECHE SER POTE X 250GS;NO;12;1;UNIDAD
970;LUNCHERA DANONINO;NO;1;1;UNIDAD
9650;YOGURISIMO BOTELLON X 900 GRS;NO;15;1;UNIDAD
9612;YOGURISIMO BATIDO FFS 150 GRS;NO;48;1;UNIDAD
1771;QUESO LS RALLADO LIGHT X 100GRS;NO;84;1;UNIDAD
2299;SALCHICHA GJA IRIS LIGHT PAQ 6 UNID;NO;20;1;UNIDAD
6014;YOGURISIMO NATURAL C/AZUC X 190GR;NO;20;1;UNIDAD
6015;YOGURISIMO NATURAL POTE 250GR;NO;20;1;UNIDAD
9018;YOGURISIMO ET CEREALES C/FR 157GR;NO;20;1;UNIDAD
1711;LECHE LS ULTRA PROT CAFE C/LEC X 750 CC;NO;16;1;UNIDAD
6020;YOGURT NT. LS ORIGINAL 200 GRS;NO;20;1;UNIDAD
6022;YOGURISIMO LS ENT ORIG C/FRUT X 200GRS;NO;20;1;UNIDAD
1403;QUESO CASAMCREM DESL POTE 300GS;NO;12;1;UNIDAD
1970;CIERRA SACHET LS PROMOCION;NO;20;1;UNIDAD
1988;CIERRA SACHET LS TOPPING;NO;20;1;UNIDAD
1986;PORTASACHET JUNIOR;NO;0;1;UNIDAD
3621;LECHE LS UAT PAR.DESCREMADA 1% BRICK 1L;NO;12;1;UNIDAD
3085;LECHE LS UAT ENTERA C/FE 3% BRIK 1L;NO;12;1;UNIDAD
3282;LECHE LS AZU FORT VIT AYD 3% BRIK 200CC;NO;24;1;UNIDAD
3450;LECHE LS ULTRA DESCREMADA 0% SACHET 1L;NO;17;1;UNIDAD
3491;LECHE LS ULTRA DESCREMADA 1% SACHET 1L;NO;17;1;UNIDAD
3492;LECHE LS ULTRA MAS LIVIANA 2% SACHET 1L;NO;17;1;UNIDAD
3090;LECHE LS UAT MAS LIVIANA 2% BRICK X;NO;12;1;UNIDAD
11491;PRUE;SI;16;1;UNIDAD
11492;PRUE;SI;16;1;UNIDAD
11493;PRUE;SI;16;1;UNIDAD
3496;PRUEBA;SI;16;1;UNIDAD
1411;CREMA LS TETRA TOP X 330CM3;NO;12;1;UNIDAD
3345;LECHE LS UAT ENT. CLAS 3% BOT X1L;NO;8;1;UNIDAD
3346;LECHE LS UAT P DESC. LIVIANA 1% BOT X1L;NO;8;1;UNIDAD
1170;CREMA LS TETRA TOP X 200CM3;NO;24;1;UNIDAD
1414;CREMA LS LIGHT TETRA TOP X 200CM3;NO;24;1;UNIDAD
1358;GRAN COMPRA CREMIX X 120 GS;NO;48;1;UNIDAD
3634;LECHE LS BABY BOLSA 1 X800GRS;NO;8;1;UNIDAD
3641;LECHE LS BABY BOLSA 2 X800GRS;NO;8;1;UNIDAD
1861;LECHE LA MARTONA ULT ENT. SAHET X1L;NO;17;1;UNIDAD
9863;LECHE LA MARTONA ULT P/DESC  2% SAC X 1L;NO;17;1;UNIDAD
2314;LECHE VITAL 1 NUTRIPLUS X 1 KG;NO;12;1;UNIDAD
3504;LECHE LS BABY 4 BRICK X 200ML;NO;30;1;UNIDAD
3310;DULCE DE LECHE ARMONIA P. 400GR;NO;12;1;UNIDAD
1661;SALSA LS FINLANDIA BURGER POUCH 200GR;NO;12;1;UNIDAD
1662;SALSA LS FINLANDIA CHEDDAR POUCH 200GR;NO;12;1;UNIDAD
1663;SALSA LS FINLANDIA HONGOS POUCH 200GR;NO;12;1;UNIDAD
5572;LECHE LS BABY 4 X 800 GR;NO;8;1;UNIDAD
5656;LECHE LS BABY 3  800GR;NO;8;1;UNIDAD
1660;SALSA LS FINLANDIA CESAR POUC 200 GR;NO;12;1;UNIDAD
3151;QUESO LS CREM HORMA 900 GS;NO;18;1;UNIDAD
1226;SER NATURAL 177 GR;NO;20;1;UNIDAD
6122;YOGURISIMO C/CEREALES CHOC X150GR;NO;20;1;UNIDAD
3481;NUTRILON CEREAL  5 CER. REG. 180G;NO;12;1;UNIDAD
3498;CEREAL NUTRILON FRUTAS 180G;NO;12;1;UNIDAD
3519;CEREAL NUTRILON 5 CER S/AZU 150G;NO;12;1;UNIDAD
3063;LECHE LS EN POLVO C/B9 EST X 400GR;NO;10;1;UNIDAD
3309;PROD UNT B LEC Y AZU ARMONIA POT 400G;NO;12;1;UNIDAD
3313;LECHE MOD EN/POLVO ARMONIA B. X 800G;NO;12;1;UNIDAD
3055;PROD UNT B CREMA P/COCINAR LS PAQ X200GR;NO;10;1;UNIDAD
3312;PROD P BATIR  B CREM ARMONIA SLIM X 200G;NO;24;1;UNIDAD
3319;PROD UNT BASE CREMA FORTUNA PAQ X200GR;NO;10;1;UNIDAD
3318;PROD UNT B LEC/AZUC FORTUNA P. X400GR;NO;12;1;UNIDAD
3320;PROD P BATIR  B CREMA FORTUNA TS 200CC;NO;24;1;UNIDAD
3493;LECHE LS ULTRA ENT. CLASICA 3% PET 1L;NO;6;1;UNIDAD
3494;LECHE LS ULTRA PARC.DESC LIV 1% PET 1L;NO;6;1;UNIDAD
1494;DANONINO FFS 80.5 GR;NO;72;1;UNIDAD
1427;PROD A BASE DE DDL Y CACAO LS P. 300GR;NO;12;1;UNIDAD
1425;RELLENO A B DDL Y QUESO LS P. X 300GR;NO;12;1;UNIDAD
3150;QUESO LS CREM HORMA X 3KGS;NO;6;1;UNIDAD
3152;QUESO LS CREM FRACC X 500 GR;NO;24;1;UNIDAD
1416;CREMA LS UAT CULINARIA TETRA TOP 200CC;NO;24;1;UNIDAD
1680;QUESO LS FINLANDIA GUACAMOLE P. X200GR;NO;24;1;UNIDAD
3355;LECHE LS UAT ENTERA CLAS 3% PET X1L;NO;6;1;UNIDAD
3356;LECHE LS UAT PARC. DESC. LIV 1% PET 1L;NO;6;1;UNIDAD
1417;CREMA LS UAT CULINARIA TOP X330CC;NO;12;1;UNIDAD
1155;YSS LECHE CULTIVADA X 700GR;NO;22;1;UNIDAD
6009;YOGURISIMO FIRME C/CREMA P. 140GR;NO;20;1;UNIDAD
1132;QUESO CREMA CASAMCREM X 480GR;NO;12;1;UNIDAD
1374;GRAN COMPRA FIRME X 140GR;NO;20;1;UNIDAD
1392;GRAN COMPRA ENT SACHET X 220GR;NO;68;1;UNIDAD
6011;YOGURISIMO BAT C/FRUTAS P. X 140GR;NO;20;1;UNIDAD
6023;YOGUR LS DESC ORIGINAL X 200GR;NO;20;1;UNIDAD
6024;YOGUR LS DESC ORIGINAL C/FRUT X 200GR;NO;20;1;UNIDAD
3336;LECHE LS UAT PARC. DES. ZERO LACTOSA PET;NO;6;1;UNIDAD
6;COMBO LECHE MASTELLONE;NO;0;1;UNIDAD
8;COMBO 2 MASTELLONE;NO;0;1;UNIDAD
9996;YOGUR SER C/CEREAL POTE 149 GR;NO;20;1;UNIDAD
1108;YOGUR SER FIRME POTE 190 GR;NO;20;1;UNIDAD
3030;POSTRE SER X 100 GR;NO;48;1;UNIDAD
24;COMBO CASAMCREM Y CLASICOS;NO;1;1;UNIDAD
9652;LECHE DE ALMENDRAS SILK ORIGINAL X946ML;NO;6;1;UNIDAD
6909;YOGURISIMO ENT FIRM FORT X 480GS;NO;12;1;UNIDAD
9956;SER CRUNCH BERRIS 155GR;NO;20;1;UNIDAD
3339;LECHE E/POLVO ZERO LACT EST. 400GR;NO;10;1;UNIDAD
2237;SALCHICHAS GI JUNIORS PAQ X 6 UNID;NO;20;1;UNIDAD
1218;QUESO GARCIA X 290 GR;NO;12;1;UNIDAD
1713;LECHE LS ULT P. DESC C/FE 1% PRISMA X 1L;NO;16;1;UNIDAD
1714;LECHE LS ULT P/DESC RED LAC PRISMA X 1L;NO;16;1;UNIDAD
1720;LECHE LS ULT DESC PROTEINA PRISMA X 1L;NO;16;1;UNIDAD
9659;YOGURISIMO CREMIX X 95GR;NO;48;1;UNIDAD
9701;YOPRO POTE X 200GR;NO;12;1;UNIDAD
9945;SER TROPICAL X155 GR;NO;20;1;UNIDAD
1234;SER NATURAL X 130GR;NO;20;1;UNIDAD
1156;YYS LECHE CULTIV DESLAC X 700GR;NO;22;1;UNIDAD
9224;ACTIVIA SHOT X 100GR;NO;48;1;UNIDAD
9654;LECHE DE ALMENDRAS SILK X190ML;NO;15;1;UNIDAD
2940;LECHE NUTRILON PREM 1 LATA X400GR;NO;24;1;UNIDAD
9223;ACTIVIA POTE 130 GR;NO;20;1;UNIDAD
9008;YOGURISIMO SACHET X 220 GR;NO;68;1;UNIDAD
1141;RICOTA GARCIA MAGRA X 500GR;NO;18;1;UNIDAD
3354;LECHE LS UAT PARC DESC 2% PET X1L;NO;6;1;UNIDAD
1426;PROD A BASE DE DDL SABOR AVELL X300GR;NO;12;1;UNIDAD
3410;LECHE NUTRILON PROFUT 2 LAT X400GR;NO;24;1;UNIDAD
1672;QUESO LS FINLANDIA FETAS DAMBO;NO;14;1;UNIDAD
33111;BEBIDA DE LECHE LS SEREMIX SAC X1L.;SI;17;1;UNIDAD
2261;SALCHICHAS GJA IRIS VIENA X10 UNID;NO;12;1;UNIDAD
3127;BEBIDA LACT UAT LS SENSE X 250 CC;NO;24;1;UNIDAD
3358;LECHE LS UAT P.DESC FOT C/FE 1% PET X1L;NO;6;1;UNIDAD
3359;LECHE LS UAT P.DESC EXTRA CALCIO PET X1L;NO;6;1;UNIDAD
1671;QUESO LS FINLANDIA CHEDDAR FETAS X150GS;NO;16;1;UNIDAD
1673;QUESO LS FINLANDIA DAM/LIGH FET 150GR;NO;14;1;UNIDAD
3353;LECHE LS UAT DESCREMADA 0% PET X1L;NO;6;1;UNIDAD
3112;BEBIDA DE LECHE LS SEREMIX X 250CC;NO;24;1;UNIDAD
1667;QUESO LS FINLANDIA CHEF HEBRAS SOB X130;NO;12;1;UNIDAD
9580;ACTIMEL 0% X 100GRS;NO;48;1;UNIDAD
1419;CREMA LS UAT LIVIANA TETRA TOP 200CC;NO;24;1;UNIDAD
1375;GRAN COMPRA POSTRE X 100GS;NO;48;1;UNIDAD
1219;QUESO CASAMCREM CIBOULLET X 200GR;NO;12;1;UNIDAD
1225;QUESO CASANCREM INTENSO X200GR;NO;12;1;UNIDAD
1221;QUESO CASANCREM JAMON X200GR;NO;12;1;UNIDAD
1393;GRAN COMPRA CON CEREALES X 159GR;NO;20;1;UNIDAD
5575;VIDACOL BEBIBLE X 100 CM3;NO;48;1;UNIDAD
3408;DULCE DE LECHE TRADIC ARG P X400GR;NO;12;1;UNIDAD
3458;MANTECA LS MULTIDEFENSAS P.200GS;NO;10;1;UNIDAD
3480;LECHE LS ULT DESC MULTIDEFEN 1% X 1L;NO;17;1;UNIDAD
6403;DANONINO BEBIBLE BOT X 100GR;NO;48;1;UNIDAD
6958;YOGURISIMO CREMIX FORT X 480GR;NO;12;1;UNIDAD
6911;YOGURISIMO ENT FIRME PACK X480GR;NO;12;1;UNIDAD
9610;YOGURISIMO ENT FIR  X120GR;NO;48;1;UNIDAD
9655;YOGURISIMO CREMIX SABORIZ X120GR;NO;48;1;UNIDAD
6019;YOGURISIMO NATURAL C/AZUCAR X 190GR;NO;20;1;UNIDAD
5754;VITAL 1 POUCH 375GR;NO;10;1;UNIDAD
5756;VITAL 2 POUCH X 375GR;NO;10;1;UNIDAD
5758;VITAL 3 POUCH 375GR;NO;10;1;UNIDAD
5780;VITAL VITAMINA C. X 800GR;NO;12;1;UNIDAD
1248;QUESO CASAMCREM LIGERO X200GR;NO;20;1;UNIDAD
1495;DANONINO SACHET X900GR;NO;17;1;UNIDAD
6007;YOGURISIMO ARTESANAL POT X140GR;NO;20;1;UNIDAD
6013;YOGURISIMO FIRME +FORT X190GR;NO;20;1;UNIDAD
6509;YOGURISIMO FORT ENT SACHET X1000GR;NO;17;1;UNIDAD
9009;YOGURISIMO SACHET X220GR;NO;68;1;UNIDAD
9666;YOGURISIMO TETRABRICK X1KG;NO;12;1;UNIDAD
3129;BEBIDA LACT UAT LS SENSE BRICK X1L;NO;12;1;UNIDAD
3316;L.MODIF E/POLVO ARMONIA B.X400GS;NO;24;1;UNIDAD
5766;LS LECHE CRECER LATA X800GR;NO;12;1;UNIDAD
1394;GRAN COMPRA C/CEREALES DESC 175GR;NO;20;1;UNIDAD
6030;YOGURISIMO FIRME DESC X190GR;NO;20;1;UNIDAD
6129;YOGURISIMO  +FORT C/CEREAL 166GR;NO;20;1;UNIDAD
1496;DANONINO FFS 80.5GR;NO;72;1;UNIDAD
9642;ALIM LIQ A/BASE DE COCO S/AZ SILK 946ML;NO;6;1;UNIDAD
1109;YOGUR SER FIRME X190GR;NO;20;1;UNIDAD
9014;MI PRIMER YOGURISIMO X120GR;NO;48;1;UNIDAD
91156;QUESO LS FINLANDIA SACHET X2KG;SI;1;1;UNIDAD
1630;QUESO LS FINLANDIA SACHET 2KG;NO;1;1;UNIDAD
3442;QUESO CREMON DESAYUNO P. X280GR;NO;12;1;UNIDAD
1217;QUESO CREMA CASANCREM INTENSO X290GR;NO;12;1;UNIDAD
1880;QUESO ARMONIA DAMBO HORMA X 3.5KG;NO;3;1;UNIDAD
3441;QUESO LS CREMON COCINA P. X280GR;NO;12;1;UNIDAD
9226;YOPRO POSTRE X120GR;NO;20;1;UNIDAD
9643;LECHE DE ALMENDRAS SILK X946ML;NO;6;1;UNIDAD
1862;LECHE LA MARTONA ULT P/DESC 1% SAC X1L;NO;17;1;UNIDAD
1863;LA MARTONA ULTRA P/DESC 2% SAC X1L;NO;17;1;UNIDAD
3771;QUESO LS RALLADO LIGHT BOLSA 80GR;NO;112;1;UNIDAD
3401;ALIM VEG A BASE E ALMENDRAS LS X1L;NO;12;1;UNIDAD
5790;LECHE VITAL 1 POUCH 1000GR;NO;8;1;UNIDAD
5791;LECHE VITAL 2 POUCH 1000GR;NO;8;1;UNIDAD
5043;POSTRE  SERENITO COMB 120GR;NO;20;1;UNIDAD
5336;YOGURISIMO GO BOT X185GR;NO;35;1;UNIDAD
3402;ALIM. VEG A/BASE DE ARROZ LS SQU 1L;NO;12;1;UNIDAD
6432;DANONINO BEBIBLE 185GR;NO;35;1;UNIDAD
9157;FLAN SER 95GR;NO;48;1;UNIDAD
9644;ALIM LIQ A/BASE DE AVE SILQ X946ML;NO;6;1;UNIDAD
3029;POSTRE SER X 100GR;NO;48;1;UNIDAD
9645;ALIM LIQ A BASE DE ALMEN SILK X1L;NO;12;1;UNIDAD
1466;TTS PROMO TUPPER;NO;1;1;UNIDAD
1467;CASANCREM  TUPPER;NO;1;1;UNIDAD
1998;LUNCHERAS PROMOCION DANONINO;NO;1;1;UNIDAD
3403;ALIM VEG A BASE DE ALM LS S/AZUC X 1L;NO;12;1;UNIDAD
6405;DANONINO BEBIBLE BOT X 100GS;NO;48;1;UNIDAD
6033;YOGUR LS CLASICO SACHET DESC X900GR;NO;17;1;UNIDAD
6034;YOGUR LS CLASICO SACHET ENT X900GR;NO;17;1;UNIDAD
6036;YOGUR ENT LS CLASICO X190GR;NO;20;1;UNIDAD
6037;YOGUR C/CER DESC LS CLASICO X157GR;NO;20;1;UNIDAD
