CodigoArticulo;DescripcionArticulo;Anulado;UnidadesXBulto;ValorUMedida;Pesable
6953;YOGUR SER BATIDO X 85GS;NO;72;0;SI
6954;YOGURISIMO BATIDO X 85GS;NO;72;0;SI
728;QUESO FINLANDIA LS CAESAR LIGHT 200GS;NO;24;0;SI
536;POSTRE DANET SALSAS X 180 GRS.;NO;36;0;SI
3079;PACK PROMO FERRERO + POWERBANK;NO;1;0;SI
170;CREMA DE LECHE LS X200CC;NO;24;0;SI
2920;LECHE NUTRILON 3 PROFUTURA X800GS;NO;12;0;SI
3605;KINDER SORPRESA TRANSFORMERS 24U X 480GS;NO;8;0;SI
3606;KINDER SORPR SIRENA X 96UNID X 1920GS;NO;8;0;SI
9656;YOGURISIMO TETRABRICK 1KG;NO;12;0;SI
9926;YOGUR SER TETRABRICK 1 KG;NO;12;0;SI
2298;SALCHICHA GJA IRIS C/QUES X6 UNID;NO;20;0;SI
6131;YOGURISIMO CRUNCH C/CHOC 160GR;NO;20;0;SI
738;QUESO FINLANDIA LS CHAM Y JAM LIGHT P200;NO;24;0;SI
5315;FLAN DANETTE 190 GS.;NO;24;0;SI
3406;DULCE DE LECHE COLONIAL X 500 GS;NO;12;0;SI
3446;DULCE DE LECHE CLASICO X 500 GS;NO;12;0;SI
561;POSTRE DANETTE TORTAS PACK 180GR;NO;24;0;SI
610;POSTRE SER MARQUISE PACK 180GR;NO;24;0;SI
5335;YOGURISIMO 3 EN 1 BOT. 185GS;NO;35;0;SI
7910;YOGURISIMO 3 EN 1 X 290GS;NO;24;0;SI
6424;PROMO YOGU.FORTI ENTERO/SACHET 1300 GS;NO;12;0;SI
6523;YOGURISIMO 1.300KS OFERTA 50 %;NO;12;0;SI
67;DCE LS DE LECHE REPOSTERO X400GS;NO;12;0;SI
1285;SALCHICHA GI JUNIOR VIENA X12UNID;NO;12;0;SI
727;ALIM SEREC LECHE Y JUGO X 750 CC;NO;16;0;SI
737;ALIM LECH Y JUG RED EN LACT X 750 CC;NO;16;0;SI
1707;LECHE LS FIBRACTIBAVA U/DES X750CC;NO;16;0;SI
1708;LECHE LS ULT ENTER C/HIERR X 750CC;NO;16;0;SI
1709;LECHE LS ULT DESC C/HIERR X 750CC;NO;16;0;SI
1746;LECHE LS SER ULT OMEGA3 X750CC;NO;16;0;SI
1624;LECHE LS ENT RED E/LACTOSA X750CC;NO;16;0;SI
1625;LECHE LS ULT DESC RED/LACT X750CC;NO;16;0;SI
409;POSTRE SERENITO BOMB CROC X 118GS;NO;20;0;SI
248;QUESO LS EN CUBOS PATEGRAS X150GS;NO;12;0;SI
1167;QUESO LS EN CUBOS SARDO X150GS;NO;12;0;SI
1168;QUESO LS EN CUBOS CHUBUT LIG X150GS;NO;12;0;SI
1738;QUESO LS EN CUBOS DAMBO PROV X150GS;NO;12;0;SI
1665;QUESO LS DAMBO FETEADO X 180GS;NO;12;0;SI
734;QUESO FINLANDIA LS CALAB LIGHT X 200GS;NO;24;0;SI
112;ALIMENTO LS SEREMIX X250CC;NO;24;0;SI
9993;YOGUR SER C/CEREAL 181 GRS;NO;20;0;SI
1978;BANDEJAS DE TOMAR LA LECHE PROMOCION;NO;0;0;SI
1333;YOGUR DESC C/MUESLIX 181GS;NO;20;0;SI
3082;CAJA DE HERRAMIENTAS+EXHIBIDORES;NO;0;0;SI
113;ALIMENTO LS SEREMIX X500CC;NO;32;0;SI
2910;LECHE 4 NUTRILON PROFUTURA X200ML;NO;30;0;SI
3616;KINDER SORP PONY X 24 UNI...480GS;NO;8;0;SI
3615;KINDER SORP STAR WARS X 24 UNID X 480GR;NO;0;0;SI
1658;QUESO FINLANDIA BALANC LIGHT X200GS;NO;24;0;SI
1659;QUESO FINLANDIA BALANC LIGHT X300GS;NO;12;0;SI
936;LECHE SERENITO CHOCOLATADA 1 L;NO;12;0;SI
1670;QUESO LS MASCARPONE X200GS;NO;24;0;SI
3025;TIC TAC BANANA 12 EST X 192GS;NO;24;0;SI
1710;LECHE LS ULTRA PROTEICA PRISMA 750 CC;NO;16;0;SI
1730;QUESO LS REGGIANITO 1/4 HORMA;NO;0;0;NO
1640;QUESO LS CHUBUT HORMA X4KG;NO;4;0;NO
1971;TABLA CREMON PROMOCION;NO;0;0;SI
1967;TABLA CHUBUT PROMOCION;NO;0;0;SI
1977;VASOS PLASTICOS;NO;0;0;SI
1979;ENSALADERA LS PROMOCION;NO;0;0;SI
1980;CUCHILLO UNTADOR ACERO;NO;0;0;SI
1981;PIZZERAS DE PLASTICO LS PROMOCION;NO;0;0;SI
1040;ECO BOLSA LS PROMOCION;NO;0;0;SI
1297;SALCHICHAS GRANJA IRIS AMERICANA 5 UNID;NO;21;0;SI
9016;YOGURISIMO ENT  C/GRANOLA X 157GS;NO;20;0;SI
9017;YOGURISIMO ET CEREAL C/FRUT X 164GS;NO;20;0;SI
1655;QUESO FINLANDIA SALMON LIGHT X200GS;NO;24;0;SI
1039;POSTRE DANETTE COPA  X 100GS;NO;20;0;SI
1120;DULCE DE LECHE LS TOPPING POUCH X250GS;NO;12;0;SI
775;QUESO CREMOSO ARMONIA X 3KGS;NO;6;0;NO
9538;YOGUR SER 3 EN 1 X 240 GS;NO;24;0;SI
1127;ALIM A BASE DE L UAT SENSE X 250CM3;NO;24;0;SI
9108;YOGUR SER BAT C/FRUT X 120GS;NO;48;0;SI
6010;YOGURISIMO BATIDO C/FRUTAS X 150GS;NO;20;0;SI
1129;ALIM A BASE DE LECHE UAT X 1L;NO;8;0;SI
1171;QUESO LS CUBOS SARDO BOLSA X 60GS;NO;10;0;SI
1172;QUESO LS CUBOS PATEGRAS BOLS X 60GS;NO;10;0;SI
1712;LECHE LS ULTRA MUJER PRISMA X 750 CC;NO;16;0;SI
1870;DULCE DE LECHE SER POTE X 250GS;NO;12;0;SI
970;LUNCHERA DANONINO;NO;1;0;SI
9650;YOGURISIMO BOTELLON X 900 GRS;NO;15;0;SI
9612;YOGURISIMO BATIDO FFS 150 GRS;NO;48;0;SI
1771;QUESO LS RALLADO LIGHT X 100GRS;NO;84;0;SI
2299;SALCHICHA GJA IRIS LIGHT PAQ 6 UNID;NO;20;0;SI
6014;YOGURISIMO NATURAL C/AZUC X 190GR;NO;20;0;SI
6015;YOGURISIMO NATURAL POTE 250GR;NO;20;0;SI
9018;YOGURISIMO ET CEREALES C/FR 157GR;NO;20;0;SI
1711;LECHE LS ULTRA PROT CAFE C/LEC X 750 CC;NO;16;0;SI
6020;YOGURT NT. LS ORIGINAL 200 GRS;NO;20;0;SI
6022;YOGURISIMO LS ENT ORIG C/FRUT X 200GRS;NO;20;0;SI
1403;QUESO CASAMCREM DESL POTE 300GS;NO;12;0;SI
1970;CIERRA SACHET LS PROMOCION;NO;20;0;SI
1988;CIERRA SACHET LS TOPPING;NO;20;0;SI
1986;PORTASACHET JUNIOR;NO;0;0;SI
3621;LECHE LS UAT PAR.DESCREMADA 1% BRICK 1L;NO;12;0;SI
3085;LECHE LS UAT ENTERA C/FE 3% BRIK 1L;NO;12;0;SI
3282;LECHE LS AZU FORT VIT AYD 3% BRIK 200CC;NO;24;0;SI
3450;LECHE LS ULTRA DESCREMADA 0% SACHET 1L;NO;17;0;SI
3491;LECHE LS ULTRA DESCREMADA 1% SACHET 1L;NO;17;0;SI
3492;LECHE LS ULTRA MAS LIVIANA 2% SACHET 1L;NO;17;0;SI
3090;LECHE LS UAT MAS LIVIANA 2% BRICK X;NO;12;0;SI
11491;PRUE;SI;16;0;SI
11492;PRUE;SI;16;0;SI
11493;PRUE;SI;16;0;SI
3496;PRUEBA;SI;16;0;SI
1411;CREMA LS TETRA TOP X 330CM3;NO;12;0;SI
3345;LECHE LS UAT ENT. CLAS 3% BOT X1L;NO;8;0;SI
3346;LECHE LS UAT P DESC. LIVIANA 1% BOT X1L;NO;8;0;SI
1170;CREMA LS TETRA TOP X 200CM3;NO;24;0;SI
1414;CREMA LS LIGHT TETRA TOP X 200CM3;NO;24;0;SI
1358;GRAN COMPRA CREMIX X 120 GS;NO;48;0;SI
3634;LECHE LS BABY BOLSA 1 X800GRS;NO;8;0;SI
3641;LECHE LS BABY BOLSA 2 X800GRS;NO;8;0;SI
1861;LECHE LA MARTONA ULT ENT. SAHET X1L;NO;17;0;SI
9863;LECHE LA MARTONA ULT P/DESC  2% SAC X 1L;NO;17;0;SI
2314;LECHE VITAL 1 NUTRIPLUS X 1 KG;NO;12;0;SI
3504;LECHE LS BABY 4 BRICK X 200ML;NO;30;0;SI
3310;DULCE DE LECHE ARMONIA P. 400GR;NO;12;0;SI
1661;SALSA LS FINLANDIA BURGER POUCH 200GR;NO;12;0;SI
1662;SALSA LS FINLANDIA CHEDDAR POUCH 200GR;NO;12;0;SI
1663;SALSA LS FINLANDIA HONGOS POUCH 200GR;NO;12;0;SI
5572;LECHE LS BABY 4 X 800 GR;NO;8;0;SI
5656;LECHE LS BABY 3  800GR;NO;8;0;SI
1660;SALSA LS FINLANDIA CESAR POUC 200 GR;NO;12;0;SI
3151;QUESO LS CREM HORMA 900 GS;NO;18;0;NO
1226;SER NATURAL 177 GR;NO;20;0;SI
6122;YOGURISIMO C/CEREALES CHOC X150GR;NO;20;0;SI
3481;NUTRILON CEREAL  5 CER. REG. 180G;NO;12;0;SI
3498;CEREAL NUTRILON FRUTAS 180G;NO;12;0;SI
3519;CEREAL NUTRILON 5 CER S/AZU 150G;NO;12;0;SI
3063;LECHE LS EN POLVO C/B9 EST X 400GR;NO;10;0;SI
3309;PROD UNT B LEC Y AZU ARMONIA POT 400G;NO;12;0;SI
3313;LECHE MOD EN/POLVO ARMONIA B. X 800G;NO;12;0;SI
3055;PROD UNT B CREMA P/COCINAR LS PAQ X200GR;NO;10;0;SI
3312;PROD P BATIR  B CREM ARMONIA SLIM X 200G;NO;24;0;SI
3319;PROD UNT BASE CREMA FORTUNA PAQ X200GR;NO;10;0;SI
3318;PROD UNT B LEC/AZUC FORTUNA P. X400GR;NO;12;0;SI
3320;PROD P BATIR  B CREMA FORTUNA TS 200CC;NO;24;0;SI
3493;LECHE LS ULTRA ENT. CLASICA 3% PET 1L;NO;6;0;SI
3494;LECHE LS ULTRA PARC.DESC LIV 1% PET 1L;NO;6;0;SI
1494;DANONINO FFS 80.5 GR;NO;72;0;SI
1427;PROD A BASE DE DDL Y CACAO LS P. 300GR;NO;12;0;SI
1425;RELLENO A B DDL Y QUESO LS P. X 300GR;NO;12;0;SI
3150;QUESO LS CREM HORMA X 3KGS;NO;6;0;NO
3152;QUESO LS CREM FRACC X 500 GR;NO;24;0;NO
1416;CREMA LS UAT CULINARIA TETRA TOP 200CC;NO;24;0;SI
1680;QUESO LS FINLANDIA GUACAMOLE P. X200GR;NO;24;0;SI
3355;LECHE LS UAT ENTERA CLAS 3% PET X1L;NO;6;0;SI
3356;LECHE LS UAT PARC. DESC. LIV 1% PET 1L;NO;6;0;SI
1417;CREMA LS UAT CULINARIA TOP X330CC;NO;12;0;SI
1155;YSS LECHE CULTIVADA X 700GR;NO;22;0;SI
6009;YOGURISIMO FIRME C/CREMA P. 140GR;NO;20;0;SI
1132;QUESO CREMA CASAMCREM X 480GR;NO;12;0;SI
1374;GRAN COMPRA FIRME X 140GR;NO;20;0;SI
1392;GRAN COMPRA ENT SACHET X 220GR;NO;68;0;SI
6011;YOGURISIMO BAT C/FRUTAS P. X 140GR;NO;20;0;SI
6023;YOGUR LS DESC ORIGINAL X 200GR;NO;20;0;SI
6024;YOGUR LS DESC ORIGINAL C/FRUT X 200GR;NO;20;0;SI
3336;LECHE LS UAT PARC. DES. ZERO LACTOSA PET;NO;6;0;SI
6;COMBO LECHE MASTELLONE;NO;0;0;SI
8;COMBO 2 MASTELLONE;NO;0;0;SI
9996;YOGUR SER C/CEREAL POTE 149 GR;NO;20;0;SI
1108;YOGUR SER FIRME POTE 190 GR;NO;20;0;SI
3030;POSTRE SER X 100 GR;NO;48;0;SI
24;COMBO ARMONIA;NO;1;0;SI
9652;LECHE DE ALMENDRAS SILK ORIGINAL X946ML;NO;6;0;SI
6909;YOGURISIMO ENT FIRM FORT X 480GS;NO;12;0;SI
9956;SER CRUNCH BERRIS 155GR;NO;20;0;SI
3339;LECHE E/POLVO ZERO LACT EST. 400GR;NO;10;0;SI
2237;SALCHICHAS GI JUNIORS PAQ X 6 UNID;NO;20;0;SI
1218;QUESO GARCIA X 290 GR;NO;12;0;SI
1713;LECHE LS ULT P. DESC C/FE 1% PRISMA X 1L;NO;16;0;SI
1714;LECHE LS ULT P/DESC RED LAC PRISMA X 1L;NO;16;0;SI
1720;LECHE LS ULT DESC PROTEINA PRISMA X 1L;NO;16;0;SI
9659;YOGURISIMO CREMIX X 95GR;NO;48;0;SI
9701;YOPRO POTE X 200GR;NO;12;0;SI
9945;SER TROPICAL X155 GR;NO;20;0;SI
1234;SER NATURAL X 130GR;NO;20;0;SI
1156;YYS LECHE CULTIV DESLAC X 700GR;NO;22;0;SI
9224;ACTIVIA SHOT X 100GR;NO;48;0;SI
9654;LECHE DE ALMENDRAS SILK X190ML;NO;15;0;SI
2940;LECHE NUTRILON PREM 1 LATA X400GR;NO;24;0;SI
9223;ACTIVIA POTE 130 GR;NO;20;0;SI
9008;YOGURISIMO SACHET X 220 GR;NO;68;0;SI
1141;RICOTA GARCIA MAGRA X 500GR;NO;18;0;SI
3354;LECHE LS UAT PARC DESC 2% PET X1L;NO;6;0;SI
1426;PROD A BASE DE DDL SABOR AVELL X300GR;NO;12;0;SI
3410;LECHE NUTRILON PROFUT 2 LAT X400GR;NO;24;0;SI
1672;QUESO LS FINLANDIA FETAS DAMBO;NO;14;0;SI
33111;BEBIDA DE LECHE LS SEREMIX SAC X1L.;SI;17;0;SI
2261;SALCHICHAS GJA IRIS VIENA X10 UNID;NO;12;0;SI
3127;BEBIDA LACT UAT LS SENSE X 250 CC;NO;24;0;SI
3358;LECHE LS UAT P.DESC FOT C/FE 1% PET X1L;NO;6;0;SI
3359;LECHE LS UAT P.DESC EXTRA CALCIO PET X1L;NO;6;0;SI
1671;QUESO LS FINLANDIA CHEDDAR FETAS X150GS;NO;16;0;SI
1673;QUESO LS FINLANDIA DAM/LIGH FET 150GR;NO;14;0;SI
3353;LECHE LS UAT DESCREMADA 0% PET X1L;NO;6;0;SI
3112;BEBIDA DE LECHE LS SEREMIX X 250CC;NO;24;0;SI
1667;QUESO LS FINLANDIA CHEF HEBRAS SOB X130;NO;12;0;SI
9580;ACTIMEL 0% X 100GRS;NO;48;0;SI
1419;CREMA LS UAT LIVIANA TETRA TOP 200CC;NO;24;0;SI
1375;GRAN COMPRA POSTRE X 100GS;NO;48;0;SI
1219;QUESO CASAMCREM CIBOULLET X 200GR;NO;12;0;SI
1225;QUESO CASANCREM INTENSO X200GR;NO;12;0;SI
1221;QUESO CASANCREM JAMON X200GR;NO;12;0;SI
1393;GRAN COMPRA CON CEREALES X 159GR;NO;20;0;SI
5575;VIDACOL BEBIBLE X 100 CM3;NO;48;0;SI
3408;DULCE DE LECHE TRADIC ARG P X400GR;NO;12;0;SI
3458;MANTECA LS MULTIDEFENSAS P.200GS;NO;10;0;SI
3480;LECHE LS ULT DESC MULTIDEFEN 1% X 1L;NO;17;0;SI
6403;DANONINO BEBIBLE BOT X 100GR;NO;48;0;SI
6958;YOGURISIMO CREMIX FORT X 480GR;NO;12;0;SI
6911;YOGURISIMO ENT FIRME PACK X480GR;NO;12;0;SI
9610;YOGURISIMO ENT FIR  X120GR;NO;48;0;SI
9655;YOGURISIMO CREMIX SABORIZ X120GR;NO;48;0;SI
6019;YOGURISIMO NATURAL C/AZUCAR X 190GR;NO;20;0;SI
5754;VITAL 1 POUCH 375GR;NO;10;0;SI
5756;VITAL 2 POUCH X 375GR;NO;10;0;SI
5758;VITAL 3 POUCH 375GR;NO;10;0;SI
5780;VITAL VITAMINA C. X 800GR;NO;12;0;SI
1248;QUESO CASAMCREM LIGERO X200GR;NO;20;0;SI
1495;DANONINO SACHET X900GR;NO;17;0;SI
6007;YOGURISIMO ARTESANAL POT X140GR;NO;20;0;SI
6013;YOGURISIMO FIRME +FORT X190GR;NO;20;0;SI
6509;YOGURISIMO FORT ENT SACHET X1000GR;NO;17;0;SI
9009;YOGURISIMO SACHET X220GR;NO;68;0;SI
9666;YOGURISIMO TETRABRICK X1KG;NO;12;0;SI
3129;BEBIDA LACT UAT LS SENSE BRICK X1L;NO;12;0;SI
3316;L.MODIF E/POLVO ARMONIA B.X400GS;NO;24;0;SI
5766;LS LECHE CRECER LATA X800GR;NO;12;0;SI
1394;GRAN COMPRA C/CEREALES DESC 175GR;NO;20;0;SI
6030;YOGURISIMO FIRME DESC X190GR;NO;20;0;SI
6129;YOGURISIMO  +FORT C/CEREAL 166GR;NO;20;0;SI
1496;DANONINO FFS 80.5GR;NO;72;0;SI
9642;ALIM LIQ A/BASE DE COCO S/AZ SILK 946ML;NO;6;0;SI
1109;YOGUR SER FIRME X190GR;NO;20;0;SI
9014;MI PRIMER YOGURISIMO X120GR;NO;48;0;SI
91156;QUESO LS FINLANDIA SACHET X2KG;SI;1;0;SI
1630;QUESO LS FINLANDIA SACHET 2KG;NO;1;0;SI
3442;QUESO CREMON DESAYUNO P. X280GR;NO;12;0;SI
1217;QUESO CREMA CASANCREM INTENSO X290GR;NO;12;0;SI
1880;QUESO ARMONIA DAMBO HORMA X 3.5KG;NO;3;0;NO
3441;QUESO LS CREMON COCINA P. X280GR;NO;12;0;SI
9226;YOPRO POSTRE X120GR;NO;20;0;SI
9643;LECHE DE ALMENDRAS SILK X946ML;NO;6;0;SI
1862;LECHE LA MARTONA ULT P/DESC 1% SAC X1L;NO;17;0;SI
1863;LA MARTONA ULTRA P/DESC 2% SAC X1L;NO;17;0;SI
3771;QUESO LS RALLADO LIGHT BOLSA 80GR;NO;112;0;SI
3401;ALIM VEG A BASE E ALMENDRAS LS X1L;NO;12;0;SI
5790;LECHE VITAL 1 POUCH 1000GR;NO;8;0;SI
5791;LECHE VITAL 2 POUCH 1000GR;NO;8;0;SI
5043;POSTRE  SERENITO COMB 120GR;NO;20;0;SI
5336;YOGURISIMO GO BOT X185GR;NO;35;0;SI
3402;ALIM. VEG A/BASE DE ARROZ LS SQU 1L;NO;12;0;SI
6432;DANONINO BEBIBLE 185GR;NO;35;0;SI
9157;FLAN SER 95GR;NO;48;0;SI
9644;ALIM LIQ A/BASE DE AVE SILQ X946ML;NO;6;0;SI
3029;POSTRE SER X 100GR;NO;48;0;SI
9645;ALIM LIQ A BASE DE ALMEN SILK X1L;NO;12;0;SI
1466;TTS PROMO TUPPER;NO;1;0;SI
1467;CASANCREM  TUPPER;NO;1;0;SI
1998;LUNCHERAS PROMOCION DANONINO;NO;1;0;SI
3403;ALIM VEG A BASE DE ALM LS S/AZUC X 1L;NO;12;0;SI
6405;DANONINO BEBIBLE BOT X 100GS;NO;48;0;SI
6033;YOGUR LS CLASICO SACHET DESC X900GR;NO;17;0;SI
6034;YOGUR LS CLASICO SACHET ENT X900GR;NO;17;0;SI
6036;YOGUR ENT LS CLASICO X190GR;NO;20;0;SI
6037;YOGUR C/CER DESC LS CLASICO X157GR;NO;20;0;SI
6038;YOGUR C/CER ENT LS CLASICO X159GR;NO;20;0;SI
1112;QSO CREM CASAMCREM ENT FORT X200GR;NO;12;0;SI
1113;QSO CREM CASAMCREM LIGHT FORT X200GR;NO;12;0;SI
1136;QSO CREM CASANCREM ENT FORT X480GR;NO;12;0;SI
1137;QSO CREM CASANCREM LIGHT FORT X480GR;NO;12;0;SI
1231;QSO CREM CASANCREM ENT FORT X290GR;NO;12;0;SI
1232;QSO CREM CASANCREM LIHGT FORT X290GR;NO;12;0;SI
5042;POSTRE SERENITO  X1  100GR;NO;48;0;SI
5049;FLAN SERENITO C/CARAMELO X100GR;NO;48;0;SI
4660;QUESO LS CREMON 2BLE CRE S/LACT H.X3KG;NO;6;0;NO
4661;QUESO LS CREMON 2BLE CREM S/LACT X500GR;NO;24;0;NO
3562;BEB LACT LS BEBIB UAT PRISM 250CM;NO;24;0;SI
3654;BEB LACT LS BEBIB UAT T.SQ X 1L;NO;12;0;SI
4662;QUESO LS CREM LIGHT S/LACT X 500GR;NO;24;0;NO
4663;QUESO LS PORT SALUT S/LACT X500GR;NO;24;0;NO
4664;QUESO LS PORT SALUT LIGUT S/LACT X500GR;NO;24;0;NO
4670;QUESO LS CREMON CREM S/LACT H.X3KG;NO;6;0;NO
4680;QUESO LS CREMON LIGHTS/LACT H.X 3KG;NO;6;0;NO
4671;QUESO LS CREMOSO S/LACT X500GR;NO;24;0;NO
1361;GRAN COMPRA BATIDO ENT  120GR;NO;48;0;SI
6032;YOGUR LS CLASICO BATIDO ENT 120GR;NO;48;0;SI
6035;YOGUR LS CLASICO FIRME ENT X120GR;NO;48;0;SI
3926;BEBIDA LAC LS JUNIOR UAT T.SLIM 200GR;NO;24;0;SI
5040;POSTRE SERENITO CHOCOB 118GR;NO;20;0;SI
5041;POSTRE SERENITO C/CONFIT X120GR;NO;20;0;SI
5044;POSTRE SERENITO POTE  X120GR;NO;20;0;SI
6021;YOGURISIMO ENT FIR B9 ZINC X 190GR;NO;20;0;SI
6124;YOGURISIMO C/CER B9 ZINC X166GR;NO;20;0;SI
9342;YOGUR SER C/CER PROBIOT 166GR;NO;20;0;SI
6027;YOGURISIMO SACHET B9 ZINC 220GR;NO;68;0;SI
6123;YOGURISIMO C/ROKLETS B9 ZINC 164GR;NO;20;0;SI
9343;YOGUR CALCI+ POTE X120GR;NO;48;0;SI
9344;YOGUR SER BATIDO 140GR;NO;48;0;SI
9345;YOGUR SER FIRME PROBIOT 190GR;NO;20;0;SI
9346;YOGUR SER SACHET PROBIOT X 1000GR;NO;17;0;SI
3586;LECHE LS UAT DESC PROTIN PET X1L;NO;6;0;SI
3656;BEBIDA LAC LS  UAT 0%GRASAS X1L;NO;12;0;SI
3735;QUESO LS FINLANDIA SACHET 2.100KG;NO;2;0;SI
6028;YOGURISIMO ENT NATURAL X190GR;NO;20;0;SI
1242;CASANCREM INTENSO SAB ORIG X290GR;NO;12;0;SI
1246;CASANCREM INTENSO ORIGINAL X200GR;NO;12;0;SI
6960;YOGURISIMO CREMIX B9 ZINC  480GS;NO;12;0;SI
9340;YOGUR SER NAT PROBIOTICOS 177GR;NO;20;0;SI
9341;YOGUR SER C/CER BERRIES 155GR;NO;20;0;SI
3574;LECHE LS UAT P. DESC FOT 2% PET 1L;NO;6;0;SI
3571;LECHE LS UAT P.DESC LIV FORT 1% BRICK;NO;12;0;SI
3588;LECHE LS UAT P.DESC C/FE FORT VIT PET;NO;6;0;SI
3589;LECHE LS UAT P.DESC EXT CAL VIT 1L;NO;6;0;SI
3590;LECHE LS UAT P.DESC CARDIO FORT VIT;NO;6;0;SI
6025;YOGURISIMO ENT FIRME B9 ZINC 120GR;NO;48;0;SI
4665;QUESO LS SANIT PAULIN S/LAC X500GR;NO;12;0;NO
3564;BEBIDA LAC BEBIB UAT 0% GRAS 250CM;NO;24;0;SI
3587;LECHE LS UAT P.DESC ZERO LACT FORT 1L;NO;6;0;SI
9335;YOGUR SER BOTELLA X 190GR;NO;35;0;SI
9347;YOGUR SER NAT X 300GR;NO;12;0;SI
4706;QUESO LS PROVOLONE S/LACT FRACC X310GR;NO;16;0;NO
4707;QUESO LS GRANA PAMPEANO S/LACT X310GR;NO;16;0;NO
4362;L.POLVO DESC INST.FORT VIT B.200GR;NO;40;0;SI
4363;L.POLVO LS ENT.INST. FORT.VIT.EST X400GR;NO;10;0;SI
4364;L.POLVO LS DESC.INST.FORT.VIT.EST X400GR;NO;10;0;SI
4704;QUESO LS SARDO S/LACT FRACC 280GR;NO;18;0;NO
4705;QUESO LS REGGIANITO S/LACT FRACC 310GR;NO;16;0;NO
6251;DULCE DE LECHE LS COLONIAL CAL P.250GR;NO;12;0;SI
6252;DULCE DE LECHE COLONIAL CAL P.400GR;NO;12;0;SI
6253;DULCE DE LECHE LS CLASICO CAL P.400GR;NO;12;0;SI
9667;YOGURISIMO TETRABRIX B9 ZINC X1KG;NO;12;0;SI
2230;QUESO LS RALLADO SOBRE X70GR;NO;112;0;SI
2231;QUESO LS RALLADO BOLSA X130GR;NO;63;0;SI
2232;QUESO LS RALLADO BOLSA X175GR;NO;54;0;SI
3671;BEBIDA LACT UAT LS SENSE FORT X1L;NO;12;0;SI
3672;BEBIDA LACT UAT LS SENSE FORT X250CC;NO;24;0;SI
4361;L.POLVO LS ENT INST FORT VIT B.200GR;NO;40;0;SI
6250;DULCE DE LECHE LS REPOST F.CALC X400GR;NO;12;0;SI
6044;YOGUR ENT LS CLAS C/FRUT X140GR;NO;20;0;SI
3258;QUESO LS FINLANDIA BALANCE P. 180GR;NO;24;0;SI
3267;QUESO LS FINL JAM/PARM P.185GS;NO;24;0;SI
3277;QUESO LS FINLANDIA CHEDDAR P.185GR;NO;24;0;SI
3734;QUESO LS FINLANDIA BALANCE P.290GR;NO;12;0;SI
6039;YOGURISIMO EST GRIEGO FORT 125GR;NO;12;0;SI
6050;DANONINO BOTELLITA 100GR;NO;48;0;SI
6051;DANONINO BOTELLITA 185GR;NO;35;0;SI
3281;QUESO FINLANDIA LIGHT SUIZO P.180GR;NO;24;0;SI
6255;DULCE DE LECHE LS TRAD ARG F.CAL P.400GR;NO;12;0;SI
5319;DANETTE POSTRE LAC SAB INT X 95GR;NO;72;0;SI
6257;PROD A BAS DDL Y CACAO LS F/CAL 400GR;NO;12;0;SI
6690;PROD.UNTAB ARMONIA FORT VIT PAQ 200GR;NO;10;0;SI
7701;CREMA LS UAT FORT VITAM T.TOP 200GR;NO;24;0;SI
7703;CREMA LS UAT CULIN F.VIT T,TOP 200GR;NO;24;0;SI
7711;CREMA LS UAT FORT VIT T.TOP 330GR;NO;12;0;SI
3278;QUESO LS FINLANDIA LIGHT AZUL P.180GR;NO;24;0;SI
4376;L.MODIF. EN POLVO ARMONIA VIT B.400GR;NO;24;0;SI
7704;CREMA LS UAT LIV FOT VIT T.TOP X200CM;NO;24;0;SI
7712;CREMA LS UAT CULINARIA F.VIT T.TOP 330CM;NO;12;0;SI
7713;PROD P BATIR CREMA ARMONIA FOT SL X200CM;NO;24;0;SI
1249;QUESO CASANCREM LIGERO 200GR;NO;12;0;SI
3572;LECHE LS UAT ENT FORT VIT 3% TS X200CM;NO;24;0;SI
4375;L MODIF E/POLVO ARMONIA VIT BOLSA 800GR;NO;12;0;SI
4683;QUESO LS DAMBO S/LACT HORMA 3.5KG;NO;3;0;NO
7702;CREMA LS UAT FORT VIT T  SLIM X200CM;NO;24;0;SI
3738;QUESO LS CREMON LIGHT P.280GR;NO;12;0;SI
7715;CREMA LS UAT FORT VIT T SQ X 520CM;NO;12;0;SI
6040;MI PRIMER YOGURISIMO BATIDO X120GR;NO;48;0;SI
9160;SER GELATINA 105GR;NO;48;0;SI
3739;QUESO LS CREMON ORIGINAL P.280GR;NO;12;0;SI
3482;LECHE LS ULT DESC MULTIDEF 2% X1L;NO;17;0;SI
3483;LECHE LS ULT ENT MULTIDEF 3% X1L;NO;17;0;SI
3484;LECHE LS ULT DESC MULTID 0% X1L;NO;17;0;SI
1243;QUESO CREMA CASAMC CIBOUL X200GR;NO;12;0;SI
1244;QUESO CREMA CAMC INT JAM X200GR;NO;12;0;SI
9221;ACTIVIA YOGUR C/PROBIO X 1L;NO;17;0;SI
9646;QUESO SILK CASTAÑA DE CAJU 200GR;NO;22;0;SI
9647;QUESO SILK CAST DE CAJU CIB 200GR;NO;22;0;SI
5320;DANETTE POSTRE C/COOKIES 116GR;NO;20;0;SI
4684;QUESO LS PATEGRAS S/LACT H. X4KG;NO;4;0;NO
6080;YOGURISIMO NAT S/AZUCAR 300GR;NO;12;0;SI
