CodigoArticulo;DescripcionArticulo;Anulado;UnidadesXBulto;ValorUMedida;UnidadMedida
1134;QUESO CREMA LIGHT CASAMCREM 480GR;NO;12;1;UNIDAD
6002;YOGURISIMO C/CHOCOLATE X145 GR.;NO;20;1;UNIDAD
6003;YOGURISIMO C/CEREALES X 149 GR;NO;20;1;UNIDAD
6004;YOGURISIMO C/ ARITOS FRUTALES X145 GR.;NO;20;1;UNIDAD
9609;YOGURISIMO ENT FIRME X 120GR;NO;48;1;UNIDAD
5046;SERENITO GELATINA 105 GR;NO;48;1;UNIDAD
1233;SER POWERFOOD X 160GR;NO;20;1;UNIDAD
9700;YOPRO SHAKE X250 CC;NO;24;1;UNIDAD
1230;SER PROTEINA X 150GR;NO;12;1;UNIDAD
5048;SERENITO CAPUCHON COOKIES X 116GR.;NO;20;1;UNIDAD
9826;ACTIVIA SACHET DESLAC. 1000 GR;NO;17;1;UNIDAD
9966;SER TOTAL C/CER Y FRUT 158 GR;NO;20;1;UNIDAD
6581;YYS SACHET DESLAC. 1000GR;NO;17;1;UNIDAD
6120;YOGURISIMO C/ ROCKLETS X 164GR;NO;20;1;UNIDAD
6005;YOGURISIMO DESC. C/CEREALES;NO;20;1;UNIDAD
6510;YOGURISIMO DESC. SACHET;NO;17;1;UNIDAD
9532;DANETTE TOPPING CHOCOLINA 116GR;NO;20;1;UNIDAD
9533;DANETTE TOPPING COOKIES;NO;20;1;UNIDAD
9660;YOGURISIMO BATIDO DESC. 120GR;NO;48;1;UNIDAD
6233;YOGUR SER +FORTI DESC SACHET 500 GR;NO;34;1;UNIDAD
5317;DANETTE 95 GR;NO;72;1;UNIDAD
5318;DANETTE FLAN 95 GR.;NO;48;1;UNIDAD
5045;SERENITO GELATINA 105 GR;NO;48;1;UNIDAD
9991;LECHE CINDOR VIT B9 1LT;NO;12;1;UNIDAD
1385;GRAN COMPRA QUESO ENT. X 290GR;NO;12;1;UNIDAD
6031;YOGUR LS CLASICO BATIDO DESC 120GR;NO;48;1;UNIDAD
6514;YOGURISIMO ENT + FORTI SACHET FORTIF.;NO;17;1;UNIDAD
1498;DANONINO SACHET 900GR PAW PATROL;NO;17;1;UNIDAD
6912;YOGURISIMO FIRME PACK 480 GR B9 ZINC;NO;12;1;UNIDAD
9686;YOGURISIMO CREMIX 120 GR ZINC;NO;48;1;UNIDAD
9337;SER COLCHON DE FRUTAS 175GR;NO;20;1;UNIDAD
9339;SER NAT COLCHON DE FRUTAS;NO;12;1;UNIDAD
9331;SER COLCHON DE FRUTAS 160 GR;NO;20;1;UNIDAD
9338;SER NATUR 140 GR;NO;20;1;UNIDAD
9228;ACTIVIA YOGUR PROBIOTICOS BEBIBLE 190;NO;35;1;UNIDAD
6972;YOGURISIMO FIRME PACK 480GR VIT B3;NO;12;1;UNIDAD
9351;YOGUR SER SACH 1000GR PROB. ZINC;NO;17;1;UNIDAD
9165;POSTRE SERENITO CON CONFTES VIT 120;NO;20;1;UNIDAD
9166;POSTRE SERENITO COMB VITAMINAS 120;NO;20;1;UNIDAD
9167;POSTRE SERENITO CON VIT POTE 120GR;NO;20;1;UNIDAD
9172;POSTRE SERENITO CHOCOBOMBAS VIT 118;NO;20;1;UNIDAD
9357;YOGURT SER FIRME 190GR PROBIOT ZINC;NO;20;1;UNIDAD
9168;POSTRE SERENITO FFS CON VIT X 100;NO;48;1;UNIDAD
6052;YOGURT LS CLASICO ENT ARITOS FRU;NO;20;1;UNIDAD
6519;YOGURISIMO CREMIX PACK 480GR B9 ZINC B;NO;12;1;UNIDAD
9664;YOGURISIMO GO BOT 190GR VIT B3;NO;35;1;UNIDAD
9164;FLAN SERENITO CON VITAMINAS X 100GR;NO;48;1;UNIDAD
6524;YOGURT LA ANONIMA SACHET VIT 1000GR;NO;17;1;UNIDAD
